runs, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52
80000000, 564494, 0, 3679621, 0, 6416512, 0, 7505855, 0, 7857839, 0, 7988142, 0, 7885044, 0, 7463597, 0, 6802168, 0, 5940763, 0, 4974862, 0, 3987899, 0, 3038470, 0, 2199321, 0, 1505426, 0, 971462, 0, 586316, 0, 328507, 0, 170003, 0, 80853, 0, 34327, 0, 12774, 0, 4254, 0, 1215, 0, 244, 0, 30, 0, 2
90000000, 635132, 0, 4138429, 0, 7218169, 0, 8442512, 0, 8840347, 0, 8987631, 0, 8870880, 0, 8397346, 0, 7652484, 0, 6684253, 0, 5597637, 0, 4485758, 0, 3418525, 0, 2474121, 0, 1692703, 0, 1093364, 0, 659266, 0, 369678, 0, 191397, 0, 90980, 0, 38540, 0, 14381, 0, 4793, 0, 1360, 0, 277, 0, 34, 0, 3
100000000, 705686, 0, 4597102, 0, 8019786, 0, 9379907, 0, 9822619, 0, 9987863, 0, 9858355, 0, 9328621, 0, 8502570, 0, 7427190, 0, 6220758, 0, 4984121, 0, 3797837, 0, 2749364, 0, 1881140, 0, 1214868, 0, 732172, 0, 410462, 0, 212659, 0, 100981, 0, 42743, 0, 15982, 0, 5355, 0, 1502, 0, 315, 0, 38, 0, 4
200000000, 1413140, 0, 9194398, 0, 16041701, 0, 18761871, 0, 19642382, 0, 19969659, 0, 19716977, 0, 18659617, 0, 17002916, 0, 14858740, 0, 12443829, 0, 9965701, 0, 7597019, 0, 5497159, 0, 3764106, 0, 2426432, 0, 1465315, 0, 820326, 0, 425228, 0, 201547, 0, 85340, 0, 32282, 0, 10616, 0, 2958, 0, 649, 0, 85, 0, 7
300000000, 2120168, 0, 13792805, 0, 24068891, 0, 28142018, 0, 29462272, 0, 29957098, 0, 29571159, 0, 27993886, 0, 25501371, 0, 22284061, 0, 18664744, 0, 14946762, 0, 11396108, 0, 8248496, 0, 5645351, 0, 3639444, 0, 2197498, 0, 1230720, 0, 637858, 0, 301734, 0, 128003, 0, 48307, 0, 15739, 0, 4400, 0, 964, 0, 132, 0, 11
400000000, 2825621, 0, 18391682, 0, 32096553, 0, 37521697, 0, 39280562, 0, 39944108, 0, 39430259, 0, 37324862, 0, 33996904, 0, 29719066, 0, 24887768, 0, 19929411, 0, 15190619, 0, 10993913, 0, 7529096, 0, 4853143, 0, 2928333, 0, 1640903, 0, 849909, 0, 401642, 0, 171141, 0, 64337, 0, 21047, 0, 5917, 0, 1308, 0, 181, 0, 18
500000000, 3531686, 0, 22987791, 0, 40122800, 0, 46905481, 0, 49100632, 0, 49936221, 0, 49288195, 0, 46656136, 0, 42492658, 0, 37146341, 0, 31108898, 0, 24910544, 0, 18986690, 0, 13743286, 0, 9410824, 0, 6066088, 0, 3660452, 0, 2050032, 0, 1063399, 0, 502025, 0, 213881, 0, 80436, 0, 26281, 0, 7345, 0, 1628, 0, 228, 0, 22
600000000, 4237810, 0, 27584287, 0, 48145194, 0, 56284295, 0, 58925267, 0, 59920882, 0, 59151490, 0, 55987229, 0, 50991176, 0, 44573805, 0, 37330194, 0, 29890759, 0, 22784185, 0, 16493441, 0, 11293225, 0, 7280340, 0, 4391998, 0, 2460547, 0, 1275754, 0, 602178, 0, 256731, 0, 96498, 0, 31729, 0, 8720, 0, 1951, 0, 289, 0, 26
700000000, 4943945, 0, 32178785, 0, 56176919, 0, 65667761, 0, 68746274, 0, 69904787, 0, 69009547, 0, 65315357, 0, 59489201, 0, 52005265, 0, 43553815, 0, 34867603, 0, 26581058, 0, 19244459, 0, 13175316, 0, 8492464, 0, 5125094, 0, 2869815, 0, 1487876, 0, 702516, 0, 299844, 0, 112418, 0, 37031, 0, 10220, 0, 2265, 0, 337, 0, 28
800000000, 5649650, 0, 36775038, 0, 64201413, 0, 75049444, 0, 78566856, 0, 79888119, 0, 78861233, 0, 74643347, 0, 67990002, 0, 59435602, 0, 49778432, 0, 39847202, 0, 30379227, 0, 21998457, 0, 15059657, 0, 9705161, 0, 5857515, 0, 3281265, 0, 1700727, 0, 802999, 0, 343071, 0, 128548, 0, 42325, 0, 11688, 0, 2605, 0, 385, 0, 32
900000000, 6357059, 0, 41370958, 0, 72231319, 0, 84428876, 0, 88389530, 0, 89877043, 0, 88715358, 0, 83970416, 0, 76489608, 0, 66860272, 0, 56002198, 0, 44829295, 0, 34176038, 0, 24748097, 0, 16943768, 0, 10919553, 0, 6588759, 0, 3691256, 0, 1913065, 0, 903468, 0, 385607, 0, 144448, 0, 47435, 0, 13176, 0, 2916, 0, 443, 0, 39
1000000000, 7063720, 0, 45968770, 0, 80255927, 0, 93809003, 0, 98211534, 0, 99865743, 0, 98566701, 0, 93299297, 0, 84983224, 0, 74293221, 0, 62220597, 0, 49810833, 0, 37975996, 0, 27500248, 0, 18829505, 0, 12133674, 0, 7320479, 0, 4102182, 0, 2125518, 0, 1003915, 0, 428318, 0, 160534, 0, 52704, 0, 14592, 0, 3224, 0, 498, 0, 43
2000000000, 14128158, 0, 91942512, 0, 160518953, 0, 187607416, 0, 196422218, 0, 199723414, 0, 197104559, 0, 186634111, 0, 169945715, 0, 148593630, 0, 124446079, 0, 99622739, 0, 75954230, 0, 54999820, 0, 37654575, 0, 24268141, 0, 14647283, 0, 8210106, 0, 4249335, 0, 2008657, 0, 854683, 0, 321540, 0, 105726, 0, 29053, 0, 6288, 0, 979, 0, 80
3000000000, 21187015, 0, 137914043, 0, 240785212, 0, 281428804, 0, 294647830, 0, 299582723, 0, 295667016, 0, 279945125, 0, 254913936, 0, 222880197, 0, 186666613, 0, 149438909, 0, 113922911, 0, 82493465, 0, 56487867, 0, 36395686, 0, 21963896, 0, 12313436, 0, 6376322, 0, 3012230, 0, 1281717, 0, 482807, 0, 157882, 0, 43389, 0, 9425, 0, 1435, 0, 109
4000000000, 28245736, 0, 183876737, 0, 321050446, 0, 375262415, 0, 392854449, 0, 399428004, 0, 394217414, 0, 373283351, 0, 339861440, 0, 297171181, 0, 248903339, 0, 199243002, 0, 151909650, 0, 109996871, 0, 75312762, 0, 48527171, 0, 29282126, 0, 16421630, 0, 8499654, 0, 4016702, 0, 1708940, 0, 644200, 0, 210400, 0, 57821, 0, 12486, 0, 1924, 0, 149
5000000000, 35309562, 0, 229843137, 0, 401318567, 0, 469092618, 0, 491070559, 0, 499291576, 0, 492772931, 0, 466595624, 0, 424826830, 0, 371453756, 0, 311114281, 0, 249046814, 0, 189897027, 0, 137492691, 0, 94144373, 0, 60663659, 0, 36598491, 0, 20528279, 0, 10625019, 0, 5017924, 0, 2136272, 0, 806471, 0, 263089, 0, 72278, 0, 15587, 0, 2406, 0, 179
6000000000, 42373813, 0, 275805700, 0, 481587846, 0, 562906799, 0, 589288953, 0, 599154390, 0, 591321532, 0, 559923540, 0, 509788850, 0, 445748321, 0, 373340700, 0, 298839727, 0, 227882724, 0, 164992667, 0, 112968507, 0, 72796024, 0, 43916848, 0, 24635445, 0, 12749427, 0, 6021006, 0, 2564587, 0, 968425, 0, 315792, 0, 86616, 0, 18661, 0, 2877, 0, 223
7000000000, 49437822, 0, 321769009, 0, 561845268, 0, 656720871, 0, 687503397, 0, 699004521, 0, 689866492, 0, 653237295, 0, 594769293, 0, 520037857, 0, 435582221, 0, 348653121, 0, 265856068, 0, 192491253, 0, 131799225, 0, 84927504, 0, 51241265, 0, 28740718, 0, 14875248, 0, 7025097, 0, 2992458, 0, 1129746, 0, 367946, 0, 100912, 0, 21736, 0, 3395, 0, 262
8000000000, 56502051, 0, 367729994, 0, 642119018, 0, 750525876, 0, 785710593, 0, 798858318, 0, 788418856, 0, 746544100, 0, 679753628, 0, 594332512, 0, 497825205, 0, 398466609, 0, 303830021, 0, 219982673, 0, 150626354, 0, 97060456, 0, 58563407, 0, 32846814, 0, 16999195, 0, 8028900, 0, 3418734, 0, 1291863, 0, 420572, 0, 115165, 0, 24906, 0, 3874, 0, 306
9000000000, 63562823, 0, 413687625, 0, 722398796, 0, 844318157, 0, 883927401, 0, 898731720, 0, 886954912, 0, 839855032, 0, 764731461, 0, 668627873, 0, 560058816, 0, 448267195, 0, 341814057, 0, 247481008, 0, 169453613, 0, 109197202, 0, 65882555, 0, 36953277, 0, 19127402, 0, 9033532, 0, 3846639, 0, 1453379, 0, 473207, 0, 129627, 0, 27985, 0, 4361, 0, 345
10000000000, 70628067, 0, 459660202, 0, 802668462, 0, 938135089, 0, 982125244, 0, 998584938, 0, 985498719, 0, 933171715, 0, 849690874, 0, 742920190, 0, 622299518, 0, 498072608, 0, 379798274, 0, 274972797, 0, 188282812, 0, 121330545, 0, 73205227, 0, 41063066, 0, 21256944, 0, 10038528, 0, 4274498, 0, 1615385, 0, 526047, 0, 143922, 0, 31131, 0, 4818, 0, 380
