runs, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52
2000, 14, 0, 107, 0, 155, 0, 169, 0, 175, 0, 207, 0, 201, 0, 199, 0, 188, 0, 123, 0, 129, 0, 92, 0, 84, 0, 56, 0, 54, 0, 19, 0, 11, 0, 10, 0, 5, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3000, 27, 0, 151, 0, 246, 0, 268, 0, 277, 0, 308, 0, 300, 0, 285, 0, 279, 0, 200, 0, 190, 0, 125, 0, 118, 0, 81, 0, 69, 0, 26, 0, 23, 0, 14, 0, 8, 0, 2, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
4000, 36, 0, 196, 0, 308, 0, 359, 0, 353, 0, 412, 0, 410, 0, 381, 0, 376, 0, 272, 0, 246, 0, 187, 0, 159, 0, 109, 0, 92, 0, 41, 0, 30, 0, 18, 0, 8, 0, 4, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
5000, 44, 0, 240, 0, 385, 0, 466, 0, 448, 0, 519, 0, 495, 0, 479, 0, 461, 0, 337, 0, 321, 0, 235, 0, 200, 0, 132, 0, 112, 0, 53, 0, 33, 0, 23, 0, 8, 0, 6, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
6000, 47, 0, 299, 0, 476, 0, 545, 0, 544, 0, 615, 0, 585, 0, 571, 0, 543, 0, 419, 0, 387, 0, 285, 0, 228, 0, 166, 0, 135, 0, 66, 0, 39, 0, 27, 0, 11, 0, 9, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
7000, 59, 0, 345, 0, 555, 0, 637, 0, 645, 0, 726, 0, 672, 0, 669, 0, 621, 0, 510, 0, 445, 0, 324, 0, 264, 0, 191, 0, 151, 0, 77, 0, 45, 0, 35, 0, 15, 0, 10, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
8000, 68, 0, 394, 0, 639, 0, 731, 0, 740, 0, 827, 0, 777, 0, 769, 0, 701, 0, 588, 0, 502, 0, 387, 0, 293, 0, 212, 0, 165, 0, 88, 0, 49, 0, 36, 0, 18, 0, 12, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
9000, 79, 0, 446, 0, 734, 0, 838, 0, 828, 0, 919, 0, 858, 0, 869, 0, 790, 0, 666, 0, 555, 0, 441, 0, 324, 0, 237, 0, 179, 0, 107, 0, 54, 0, 41, 0, 18, 0, 12, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
10000, 86, 0, 488, 0, 819, 0, 932, 0, 921, 0, 1016, 0, 954, 0, 964, 0, 880, 0, 732, 0, 629, 0, 489, 0, 369, 0, 260, 0, 193, 0, 121, 0, 63, 0, 47, 0, 20, 0, 12, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
20000, 154, 0, 938, 0, 1624, 0, 1832, 0, 1919, 0, 2018, 0, 1945, 0, 1916, 0, 1755, 0, 1476, 0, 1253, 0, 990, 0, 754, 0, 524, 0, 358, 0, 239, 0, 142, 0, 84, 0, 45, 0, 19, 0, 10, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
30000, 222, 0, 1417, 0, 2477, 0, 2760, 0, 2889, 0, 3014, 0, 2918, 0, 2869, 0, 2581, 0, 2225, 0, 1841, 0, 1453, 0, 1135, 0, 821, 0, 569, 0, 340, 0, 225, 0, 125, 0, 68, 0, 28, 0, 16, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0
40000, 283, 0, 1880, 0, 3274, 0, 3695, 0, 3890, 0, 4000, 0, 3906, 0, 3760, 0, 3402, 0, 2978, 0, 2451, 0, 1995, 0, 1520, 0, 1099, 0, 779, 0, 483, 0, 280, 0, 171, 0, 84, 0, 38, 0, 24, 0, 5, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0
50000, 347, 0, 2322, 0, 4041, 0, 4623, 0, 4870, 0, 5028, 0, 4906, 0, 4716, 0, 4227, 0, 3741, 0, 3063, 0, 2497, 0, 1927, 0, 1351, 0, 969, 0, 612, 0, 347, 0, 223, 0, 102, 0, 47, 0, 30, 0, 8, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0
60000, 423, 0, 2762, 0, 4810, 0, 5599, 0, 5867, 0, 6019, 0, 5870, 0, 5726, 0, 5092, 0, 4506, 0, 3679, 0, 2946, 0, 2293, 0, 1622, 0, 1154, 0, 717, 0, 426, 0, 266, 0, 121, 0, 56, 0, 33, 0, 9, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0
70000, 482, 0, 3217, 0, 5607, 0, 6532, 0, 6885, 0, 6981, 0, 6850, 0, 6735, 0, 5875, 0, 5224, 0, 4302, 0, 3456, 0, 2685, 0, 1889, 0, 1365, 0, 851, 0, 489, 0, 303, 0, 144, 0, 70, 0, 44, 0, 10, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0
80000, 555, 0, 3639, 0, 6416, 0, 7468, 0, 7851, 0, 7991, 0, 7792, 0, 7658, 0, 6778, 0, 5980, 0, 4957, 0, 3965, 0, 3046, 0, 2161, 0, 1538, 0, 976, 0, 571, 0, 343, 0, 172, 0, 77, 0, 49, 0, 12, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0
90000, 604, 0, 4108, 0, 7224, 0, 8435, 0, 8855, 0, 8906, 0, 8768, 0, 8583, 0, 7628, 0, 6749, 0, 5564, 0, 4428, 0, 3441, 0, 2480, 0, 1740, 0, 1082, 0, 658, 0, 391, 0, 197, 0, 88, 0, 53, 0, 13, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0
100000, 672, 0, 4611, 0, 8073, 0, 9410, 0, 9813, 0, 9856, 0, 9716, 0, 9553, 0, 8478, 0, 7529, 0, 6173, 0, 4883, 0, 3796, 0, 2752, 0, 1919, 0, 1203, 0, 732, 0, 440, 0, 214, 0, 101, 0, 55, 0, 14, 0, 5, 0, 2, 0, 0, 0, 0, 0, 0
200000, 1358, 0, 9244, 0, 16063, 0, 18769, 0, 19766, 0, 19911, 0, 19512, 0, 18835, 0, 16945, 0, 14927, 0, 12437, 0, 9913, 0, 7662, 0, 5475, 0, 3780, 0, 2372, 0, 1418, 0, 853, 0, 417, 0, 211, 0, 95, 0, 27, 0, 8, 0, 2, 0, 0, 0, 0, 0, 0
300000, 2056, 0, 13893, 0, 24041, 0, 28036, 0, 29609, 0, 29918, 0, 29341, 0, 28092, 0, 25508, 0, 22382, 0, 18706, 0, 14929, 0, 11467, 0, 8277, 0, 5637, 0, 3597, 0, 2088, 0, 1253, 0, 632, 0, 334, 0, 142, 0, 41, 0, 16, 0, 5, 0, 0, 0, 0, 0, 0
400000, 2770, 0, 18474, 0, 32069, 0, 37445, 0, 39451, 0, 39928, 0, 39081, 0, 37263, 0, 34114, 0, 29830, 0, 25064, 0, 19853, 0, 15286, 0, 10969, 0, 7544, 0, 4833, 0, 2825, 0, 1664, 0, 849, 0, 429, 0, 176, 0, 54, 0, 19, 0, 8, 0, 2, 0, 0, 0, 0
500000, 3454, 0, 23167, 0, 39906, 0, 46770, 0, 49312, 0, 49996, 0, 48812, 0, 46478, 0, 42589, 0, 37300, 0, 31476, 0, 24822, 0, 19111, 0, 13819, 0, 9436, 0, 6005, 0, 3523, 0, 2075, 0, 1066, 0, 553, 0, 219, 0, 71, 0, 27, 0, 10, 0, 3, 0, 0, 0, 0
600000, 4149, 0, 27771, 0, 48023, 0, 56073, 0, 59237, 0, 60049, 0, 58628, 0, 55716, 0, 51034, 0, 44818, 0, 37636, 0, 29759, 0, 22967, 0, 16546, 0, 11315, 0, 7223, 0, 4261, 0, 2477, 0, 1280, 0, 648, 0, 258, 0, 84, 0, 34, 0, 10, 0, 4, 0, 0, 0, 0
700000, 4886, 0, 32286, 0, 56007, 0, 65608, 0, 69110, 0, 70110, 0, 68464, 0, 65059, 0, 59424, 0, 52136, 0, 43919, 0, 34810, 0, 26669, 0, 19343, 0, 13181, 0, 8414, 0, 4991, 0, 2887, 0, 1488, 0, 753, 0, 294, 0, 103, 0, 41, 0, 13, 0, 4, 0, 0, 0, 0
800000, 5574, 0, 36804, 0, 64050, 0, 74858, 0, 79048, 0, 80015, 0, 78402, 0, 74385, 0, 67855, 0, 59481, 0, 50389, 0, 39814, 0, 30540, 0, 22065, 0, 15002, 0, 9637, 0, 5709, 0, 3305, 0, 1706, 0, 848, 0, 337, 0, 113, 0, 44, 0, 14, 0, 5, 0, 0, 0, 0
900000, 6288, 0, 41250, 0, 72076, 0, 84333, 0, 88850, 0, 89862, 0, 88270, 0, 83703, 0, 76420, 0, 67054, 0, 56609, 0, 44854, 0, 34253, 0, 24783, 0, 16962, 0, 10875, 0, 6409, 0, 3705, 0, 1926, 0, 947, 0, 379, 0, 127, 0, 44, 0, 16, 0, 5, 0, 0, 0, 0
1000000, 6998, 0, 45882, 0, 80093, 0, 93659, 0, 98650, 0, 99812, 0, 98091, 0, 93029, 0, 84920, 0, 74625, 0, 62813, 0, 49797, 0, 38099, 0, 27584, 0, 18813, 0, 12083, 0, 7099, 0, 4137, 0, 2141, 0, 1033, 0, 428, 0, 144, 0, 49, 0, 16, 0, 5, 0, 0, 0, 0
2000000, 14143, 0, 91713, 0, 160348, 0, 187030, 0, 197318, 0, 199957, 0, 196441, 0, 186574, 0, 170028, 0, 148645, 0, 125059, 0, 99433, 0, 75879, 0, 55324, 0, 37455, 0, 24409, 0, 14334, 0, 8262, 0, 4340, 0, 2004, 0, 840, 0, 327, 0, 101, 0, 28, 0, 8, 0, 0, 0, 0
3000000, 21076, 0, 137560, 0, 240174, 0, 281272, 0, 295649, 0, 299571, 0, 294896, 0, 280290, 0, 255490, 0, 223025, 0, 187321, 0, 148987, 0, 114013, 0, 82485, 0, 56206, 0, 36513, 0, 21700, 0, 12335, 0, 6462, 0, 3011, 0, 1265, 0, 495, 0, 152, 0, 40, 0, 11, 0, 1, 0, 0
4000000, 28142, 0, 183942, 0, 320596, 0, 375142, 0, 393425, 0, 399796, 0, 393543, 0, 373398, 0, 340135, 0, 297081, 0, 249694, 0, 198569, 0, 152207, 0, 109781, 0, 74935, 0, 48638, 0, 29122, 0, 16564, 0, 8608, 0, 4026, 0, 1728, 0, 658, 0, 204, 0, 50, 0, 14, 0, 1, 0, 1
5000000, 35272, 0, 229665, 0, 401397, 0, 468910, 0, 491770, 0, 499623, 0, 491991, 0, 466455, 0, 425698, 0, 371178, 0, 311863, 0, 247994, 0, 190179, 0, 137269, 0, 93699, 0, 60609, 0, 36508, 0, 20741, 0, 10847, 0, 5023, 0, 2170, 0, 819, 0, 245, 0, 55, 0, 18, 0, 1, 0, 1
6000000, 42394, 0, 275418, 0, 481809, 0, 562491, 0, 590164, 0, 599321, 0, 590544, 0, 559844, 0, 510823, 0, 445474, 0, 374121, 0, 298025, 0, 228203, 0, 164475, 0, 112602, 0, 72644, 0, 43716, 0, 24838, 0, 13012, 0, 6078, 0, 2614, 0, 996, 0, 293, 0, 73, 0, 25, 0, 2, 0, 1
7000000, 49512, 0, 321200, 0, 561856, 0, 656198, 0, 688211, 0, 699021, 0, 689234, 0, 653429, 0, 595793, 0, 519903, 0, 436368, 0, 347995, 0, 266281, 0, 192165, 0, 131088, 0, 84866, 0, 50968, 0, 29008, 0, 15172, 0, 7061, 0, 3063, 0, 1143, 0, 342, 0, 92, 0, 27, 0, 3, 0, 1
8000000, 56633, 0, 367610, 0, 642165, 0, 749884, 0, 786313, 0, 798798, 0, 787556, 0, 746869, 0, 680818, 0, 594111, 0, 498779, 0, 397736, 0, 304226, 0, 219650, 0, 149923, 0, 96837, 0, 58349, 0, 33080, 0, 17325, 0, 8024, 0, 3473, 0, 1291, 0, 411, 0, 104, 0, 30, 0, 4, 0, 1
9000000, 63638, 0, 413316, 0, 722855, 0, 844067, 0, 884276, 0, 898756, 0, 885781, 0, 840182, 0, 765768, 0, 668398, 0, 561123, 0, 447354, 0, 342263, 0, 247191, 0, 168690, 0, 109049, 0, 65657, 0, 37172, 0, 19447, 0, 9011, 0, 3906, 0, 1473, 0, 466, 0, 122, 0, 33, 0, 5, 0, 1
10000000, 70601, 0, 459062, 0, 803078, 0, 938212, 0, 982218, 0, 998469, 0, 983709, 0, 933700, 0, 851238, 0, 742630, 0, 623127, 0, 497400, 0, 380353, 0, 274765, 0, 187765, 0, 121163, 0, 72878, 0, 41329, 0, 21597, 0, 9992, 0, 4360, 0, 1655, 0, 519, 0, 139, 0, 35, 0, 5, 0, 1
20000000, 141337, 0, 918538, 0, 1606122, 0, 1875339, 0, 1964053, 0, 1998028, 0, 1968729, 0, 1866597, 0, 1700789, 0, 1485994, 0, 1245511, 0, 995781, 0, 761359, 0, 549521, 0, 376420, 0, 242216, 0, 145737, 0, 81999, 0, 42741, 0, 20079, 0, 8525, 0, 3198, 0, 1032, 0, 282, 0, 64, 0, 8, 0, 1
30000000, 211764, 0, 1377973, 0, 2409615, 0, 2813673, 0, 2947150, 0, 2995436, 0, 2955609, 0, 2799673, 0, 2550434, 0, 2228515, 0, 1868108, 0, 1493189, 0, 1141078, 0, 823722, 0, 565174, 0, 363586, 0, 218571, 0, 122808, 0, 64067, 0, 30213, 0, 12713, 0, 4784, 0, 1603, 0, 433, 0, 93, 0, 15, 0, 1
40000000, 282005, 0, 1837747, 0, 3213589, 0, 3753196, 0, 3927510, 0, 3994346, 0, 3939947, 0, 3731942, 0, 3401094, 0, 2971754, 0, 2490060, 0, 1989765, 0, 1522241, 0, 1099077, 0, 753620, 0, 484656, 0, 291948, 0, 163865, 0, 85302, 0, 40127, 0, 16905, 0, 6449, 0, 2111, 0, 591, 0, 132, 0, 20, 0, 1
50000000, 352928, 0, 2297124, 0, 4017242, 0, 4690888, 0, 4909453, 0, 4994085, 0, 4925065, 0, 4665167, 0, 4251871, 0, 3713985, 0, 3112777, 0, 2486946, 0, 1902291, 0, 1373278, 0, 942207, 0, 605252, 0, 365122, 0, 204954, 0, 106606, 0, 50182, 0, 21061, 0, 7988, 0, 2598, 0, 745, 0, 156, 0, 27, 0, 2
60000000, 423535, 0, 2755933, 0, 4818756, 0, 5629954, 0, 5892961, 0, 5993450, 0, 5910895, 0, 5598298, 0, 5101333, 0, 4456163, 0, 3735730, 0, 2983986, 0, 2282925, 0, 1647736, 0, 1130515, 0, 726413, 0, 438039, 0, 245972, 0, 127722, 0, 60376, 0, 25399, 0, 9703, 0, 3121, 0, 872, 0, 182, 0, 29, 0, 2
70000000, 494200, 0, 3215250, 0, 5621356, 0, 6568772, 0, 6873721, 0, 6991360, 0, 6895458, 0, 6532136, 0, 5950663, 0, 5199536, 0, 4359222, 0, 3482012, 0, 2662835, 0, 1923452, 0, 1319333, 0, 847690, 0, 510860, 0, 286941, 0, 149055, 0, 70366, 0, 29650, 0, 11232, 0, 3644, 0, 1013, 0, 205, 0, 35, 0, 3
80000000, 565272, 0, 3673690, 0, 6425231, 0, 7507218, 0, 7855282, 0, 7991493, 0, 7879923, 0, 7463983, 0, 6799785, 0, 5943822, 0, 4979641, 0, 3979915, 0, 3041942, 0, 2199304, 0, 1508258, 0, 969436, 0, 584852, 0, 327849, 0, 170084, 0, 80565, 0, 33975, 0, 12858, 0, 4184, 0, 1155, 0, 238, 0, 41, 0, 4
90000000, 635952, 0, 4133162, 0, 7226486, 0, 8446483, 0, 8838637, 0, 8991932, 0, 8864494, 0, 8397753, 0, 7648173, 0, 6685948, 0, 5601588, 0, 4478216, 0, 3421494, 0, 2475049, 0, 1695752, 0, 1090770, 0, 658420, 0, 368664, 0, 191459, 0, 90375, 0, 38295, 0, 14527, 0, 4745, 0, 1308, 0, 268, 0, 45, 0, 5
100000000, 706896, 0, 4593265, 0, 8028753, 0, 9382828, 0, 9819984, 0, 9991797, 0, 9851260, 0, 9330488, 0, 8498350, 0, 7429148, 0, 6224270, 0, 4977312, 0, 3799978, 0, 2749579, 0, 1883988, 0, 1212051, 0, 731594, 0, 409630, 0, 212630, 0, 100363, 0, 42487, 0, 16260, 0, 5277, 0, 1455, 0, 300, 0, 51, 0, 6
