runs, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52
50000, 308, 0, 2301, 0, 4098, 0, 4715, 0, 4976, 0, 4993, 0, 4969, 0, 4600, 0, 4206, 0, 3780, 0, 3120, 0, 2446, 0, 1889, 0, 1350, 0, 906, 0, 580, 0, 379, 0, 215, 0, 95, 0, 43, 0, 17, 0, 6, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0
60000, 382, 0, 2746, 0, 4897, 0, 5662, 0, 5929, 0, 6005, 0, 5990, 0, 5538, 0, 5064, 0, 4562, 0, 3794, 0, 2910, 0, 2254, 0, 1598, 0, 1077, 0, 699, 0, 444, 0, 246, 0, 118, 0, 53, 0, 18, 0, 6, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0
70000, 452, 0, 3248, 0, 5684, 0, 6605, 0, 6922, 0, 7032, 0, 6950, 0, 6492, 0, 5888, 0, 5324, 0, 4431, 0, 3355, 0, 2630, 0, 1860, 0, 1255, 0, 818, 0, 522, 0, 292, 0, 136, 0, 66, 0, 21, 0, 7, 0, 9, 0, 0, 0, 1, 0, 0, 0, 0
80000, 511, 0, 3705, 0, 6475, 0, 7550, 0, 7888, 0, 8025, 0, 7910, 0, 7448, 0, 6774, 0, 6063, 0, 5050, 0, 3882, 0, 2998, 0, 2152, 0, 1437, 0, 943, 0, 595, 0, 326, 0, 149, 0, 78, 0, 22, 0, 8, 0, 9, 0, 1, 0, 1, 0, 0, 0, 0
90000, 586, 0, 4172, 0, 7220, 0, 8506, 0, 8888, 0, 9003, 0, 8863, 0, 8344, 0, 7660, 0, 6762, 0, 5727, 0, 4400, 0, 3403, 0, 2434, 0, 1641, 0, 1051, 0, 662, 0, 378, 0, 165, 0, 89, 0, 26, 0, 9, 0, 9, 0, 1, 0, 1, 0, 0, 0, 0
100000, 656, 0, 4626, 0, 8006, 0, 9482, 0, 9823, 0, 10090, 0, 9848, 0, 9267, 0, 8503, 0, 7510, 0, 6312, 0, 4878, 0, 3816, 0, 2692, 0, 1815, 0, 1176, 0, 727, 0, 427, 0, 188, 0, 101, 0, 34, 0, 10, 0, 10, 0, 2, 0, 1, 0, 0, 0, 0
200000, 1340, 0, 9237, 0, 15944, 0, 18962, 0, 19679, 0, 20086, 0, 19592, 0, 18626, 0, 16998, 0, 14964, 0, 12606, 0, 9955, 0, 7483, 0, 5434, 0, 3698, 0, 2396, 0, 1454, 0, 820, 0, 407, 0, 196, 0, 77, 0, 25, 0, 13, 0, 6, 0, 2, 0, 0, 0, 0
300000, 2011, 0, 13771, 0, 24045, 0, 28326, 0, 29574, 0, 30045, 0, 29611, 0, 27846, 0, 25457, 0, 22386, 0, 18724, 0, 14953, 0, 11294, 0, 8174, 0, 5625, 0, 3681, 0, 2207, 0, 1219, 0, 582, 0, 289, 0, 112, 0, 42, 0, 15, 0, 8, 0, 3, 0, 0, 0, 0
400000, 2722, 0, 18378, 0, 31943, 0, 37672, 0, 39475, 0, 39987, 0, 39442, 0, 37186, 0, 34039, 0, 29823, 0, 24797, 0, 20066, 0, 15094, 0, 10931, 0, 7500, 0, 4863, 0, 2996, 0, 1636, 0, 826, 0, 385, 0, 152, 0, 56, 0, 19, 0, 9, 0, 3, 0, 0, 0, 0
500000, 3479, 0, 23070, 0, 39772, 0, 46998, 0, 49126, 0, 49972, 0, 49302, 0, 46536, 0, 42585, 0, 37287, 0, 31093, 0, 25076, 0, 18964, 0, 13689, 0, 9420, 0, 6086, 0, 3685, 0, 2032, 0, 1028, 0, 491, 0, 195, 0, 78, 0, 21, 0, 12, 0, 3, 0, 0, 0, 0
600000, 4191, 0, 27674, 0, 47882, 0, 56375, 0, 58833, 0, 60121, 0, 59189, 0, 55856, 0, 51057, 0, 44661, 0, 37168, 0, 30009, 0, 22827, 0, 16485, 0, 11242, 0, 7336, 0, 4413, 0, 2463, 0, 1241, 0, 594, 0, 243, 0, 99, 0, 25, 0, 13, 0, 3, 0, 0, 0, 0
700000, 4887, 0, 32307, 0, 56006, 0, 65517, 0, 68729, 0, 70140, 0, 69122, 0, 65333, 0, 59471, 0, 52030, 0, 43356, 0, 35086, 0, 26543, 0, 19183, 0, 13051, 0, 8576, 0, 5147, 0, 2876, 0, 1476, 0, 707, 0, 299, 0, 107, 0, 32, 0, 15, 0, 4, 0, 0, 0, 0
800000, 5551, 0, 36825, 0, 64068, 0, 75002, 0, 78536, 0, 80226, 0, 78935, 0, 74554, 0, 67934, 0, 59576, 0, 49526, 0, 39922, 0, 30386, 0, 21916, 0, 14988, 0, 9800, 0, 5896, 0, 3327, 0, 1686, 0, 816, 0, 347, 0, 123, 0, 41, 0, 15, 0, 4, 0, 0, 0, 0
900000, 6272, 0, 41365, 0, 72105, 0, 84357, 0, 88485, 0, 90028, 0, 88750, 0, 84000, 0, 76505, 0, 67001, 0, 55853, 0, 44874, 0, 34159, 0, 24628, 0, 16871, 0, 11000, 0, 6594, 0, 3743, 0, 1908, 0, 906, 0, 386, 0, 142, 0, 48, 0, 16, 0, 4, 0, 0, 0, 0
1000000, 6911, 0, 45936, 0, 80128, 0, 93664, 0, 98285, 0, 100207, 0, 98598, 0, 93313, 0, 84947, 0, 74414, 0, 62073, 0, 49962, 0, 38025, 0, 27390, 0, 18693, 0, 12217, 0, 7296, 0, 4147, 0, 2118, 0, 1009, 0, 432, 0, 161, 0, 52, 0, 18, 0, 4, 0, 0, 0, 0
2000000, 13937, 0, 91889, 0, 160127, 0, 187857, 0, 196835, 0, 199867, 0, 196692, 0, 186578, 0, 169730, 0, 149013, 0, 124647, 0, 99791, 0, 75910, 0, 54840, 0, 37413, 0, 24473, 0, 14657, 0, 8185, 0, 4262, 0, 2016, 0, 812, 0, 327, 0, 103, 0, 32, 0, 7, 0, 0, 0, 0
3000000, 21061, 0, 137573, 0, 240520, 0, 281746, 0, 294784, 0, 300210, 0, 294777, 0, 279817, 0, 255265, 0, 223361, 0, 186832, 0, 149262, 0, 113916, 0, 82396, 0, 56203, 0, 36578, 0, 21930, 0, 12398, 0, 6362, 0, 3055, 0, 1246, 0, 500, 0, 151, 0, 47, 0, 10, 0, 0, 0, 0
4000000, 28002, 0, 183715, 0, 320875, 0, 375979, 0, 392957, 0, 400318, 0, 393188, 0, 372689, 0, 340362, 0, 297694, 0, 249248, 0, 198558, 0, 151804, 0, 109966, 0, 75004, 0, 48668, 0, 29266, 0, 16502, 0, 8497, 0, 4075, 0, 1698, 0, 648, 0, 209, 0, 63, 0, 14, 0, 1, 0, 0
5000000, 34929, 0, 229403, 0, 401365, 0, 469627, 0, 491082, 0, 499979, 0, 491679, 0, 465994, 0, 425861, 0, 371628, 0, 311631, 0, 248777, 0, 189811, 0, 137258, 0, 93962, 0, 60876, 0, 36649, 0, 20580, 0, 10562, 0, 5054, 0, 2147, 0, 804, 0, 248, 0, 78, 0, 15, 0, 1, 0, 0
6000000, 41988, 0, 275564, 0, 481540, 0, 563514, 0, 589295, 0, 599998, 0, 590588, 0, 559096, 0, 510818, 0, 445912, 0, 373690, 0, 298641, 0, 227480, 0, 164950, 0, 112545, 0, 73056, 0, 43832, 0, 24690, 0, 12725, 0, 6114, 0, 2588, 0, 960, 0, 300, 0, 96, 0, 18, 0, 2, 0, 0
7000000, 49079, 0, 321426, 0, 561769, 0, 657189, 0, 687811, 0, 699835, 0, 689136, 0, 652666, 0, 595695, 0, 520471, 0, 435806, 0, 348333, 0, 265335, 0, 192076, 0, 131552, 0, 85215, 0, 51179, 0, 28836, 0, 14810, 0, 7127, 0, 3031, 0, 1131, 0, 358, 0, 112, 0, 19, 0, 3, 0, 0
8000000, 56209, 0, 367560, 0, 642424, 0, 751299, 0, 786025, 0, 799416, 0, 787519, 0, 746496, 0, 680551, 0, 594545, 0, 497767, 0, 397967, 0, 303285, 0, 219552, 0, 150294, 0, 97299, 0, 58464, 0, 32989, 0, 16905, 0, 8110, 0, 3459, 0, 1298, 0, 412, 0, 129, 0, 23, 0, 3, 0, 0
9000000, 63295, 0, 413574, 0, 722417, 0, 845103, 0, 884251, 0, 898743, 0, 886914, 0, 839866, 0, 765635, 0, 668575, 0, 559990, 0, 447881, 0, 341208, 0, 247031, 0, 169002, 0, 109483, 0, 65777, 0, 37057, 0, 19086, 0, 9121, 0, 3892, 0, 1460, 0, 466, 0, 145, 0, 25, 0, 3, 0, 0
10000000, 70372, 0, 459493, 0, 803143, 0, 938753, 0, 982130, 0, 998810, 0, 985737, 0, 933178, 0, 850640, 0, 742757, 0, 622038, 0, 497267, 0, 379217, 0, 274713, 0, 187825, 0, 121592, 0, 73154, 0, 41233, 0, 21203, 0, 10135, 0, 4293, 0, 1619, 0, 508, 0, 159, 0, 26, 0, 5, 0, 0
20000000, 141029, 0, 919636, 0, 1605117, 0, 1878866, 0, 1965185, 0, 1997321, 0, 1971210, 0, 1865921, 0, 1700725, 0, 1486745, 0, 1243298, 0, 994583, 0, 758396, 0, 548653, 0, 375751, 0, 242785, 0, 146530, 0, 82350, 0, 42286, 0, 20267, 0, 8633, 0, 3291, 0, 1047, 0, 300, 0, 63, 0, 11, 0, 1
30000000, 211567, 0, 1379825, 0, 2408728, 0, 2816289, 0, 2946496, 0, 2996971, 0, 2955655, 0, 2797129, 0, 2549257, 0, 2230257, 0, 1867020, 0, 1492484, 0, 1138309, 0, 823973, 0, 564631, 0, 364393, 0, 219887, 0, 123292, 0, 63469, 0, 30302, 0, 13046, 0, 4888, 0, 1576, 0, 440, 0, 99, 0, 16, 0, 1
40000000, 281802, 0, 1840095, 0, 3210666, 0, 3755377, 0, 3926588, 0, 3996658, 0, 3939932, 0, 3732637, 0, 3397507, 0, 2974416, 0, 2489031, 0, 1990520, 0, 1518072, 0, 1098791, 0, 752556, 0, 486279, 0, 292838, 0, 164318, 0, 84877, 0, 40400, 0, 17312, 0, 6490, 0, 2103, 0, 581, 0, 133, 0, 19, 0, 2
50000000, 352333, 0, 2299087, 0, 4014619, 0, 4693048, 0, 4907470, 0, 4995940, 0, 4925642, 0, 4665904, 0, 4247230, 0, 3717248, 0, 3112064, 0, 2488883, 0, 1898002, 0, 1373456, 0, 940880, 0, 607160, 0, 365890, 0, 205417, 0, 106183, 0, 50392, 0, 21512, 0, 8091, 0, 2635, 0, 723, 0, 164, 0, 25, 0, 2
60000000, 422991, 0, 2759341, 0, 4818616, 0, 5629758, 0, 5889219, 0, 5994596, 0, 5911570, 0, 5598721, 0, 5096318, 0, 4459077, 0, 3735245, 0, 2988078, 0, 2277779, 0, 1647728, 0, 1129300, 0, 728096, 0, 439090, 0, 246676, 0, 127610, 0, 60458, 0, 25737, 0, 9744, 0, 3164, 0, 868, 0, 190, 0, 28, 0, 2
70000000, 493694, 0, 3219100, 0, 5621661, 0, 6568083, 0, 6870504, 0, 6994401, 0, 6896777, 0, 6530856, 0, 5945171, 0, 5202207, 0, 4358304, 0, 3485903, 0, 2658154, 0, 1922690, 0, 1317087, 0, 849643, 0, 512209, 0, 287870, 0, 148776, 0, 70597, 0, 29968, 0, 11444, 0, 3641, 0, 1014, 0, 213, 0, 31, 0, 2
80000000, 564589, 0, 3679118, 0, 6424491, 0, 7505309, 0, 7852270, 0, 7994227, 0, 7881939, 0, 7463636, 0, 6795089, 0, 5943830, 0, 4981077, 0, 3984435, 0, 3038257, 0, 2198136, 0, 1505246, 0, 970659, 0, 585391, 0, 328932, 0, 169913, 0, 80504, 0, 34346, 0, 13058, 0, 4137, 0, 1126, 0, 248, 0, 35, 0, 2
90000000, 634871, 0, 4138804, 0, 7227112, 0, 8444444, 0, 8833419, 0, 8993909, 0, 8868864, 0, 8394803, 0, 7641992, 0, 6687274, 0, 5605036, 0, 4482969, 0, 3418541, 0, 2473783, 0, 1693204, 0, 1091860, 0, 658350, 0, 369664, 0, 191327, 0, 90228, 0, 38652, 0, 14662, 0, 4651, 0, 1260, 0, 280, 0, 39, 0, 2
100000000, 705534, 0, 4597871, 0, 8029754, 0, 9381196, 0, 9815103, 0, 9993379, 0, 9855471, 0, 9327694, 0, 8492499, 0, 7428981, 0, 6227703, 0, 4981592, 0, 3797941, 0, 2748915, 0, 1881377, 0, 1213292, 0, 731569, 0, 410934, 0, 212599, 0, 100349, 0, 42952, 0, 16332, 0, 5204, 0, 1392, 0, 322, 0, 43, 0, 2
