runs, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52
2000, 20, 0, 94, 0, 166, 0, 159, 0, 187, 0, 185, 0, 190, 0, 198, 0, 187, 0, 122, 0, 139, 0, 102, 0, 67, 0, 73, 0, 45, 0, 31, 0, 15, 0, 14, 0, 3, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3000, 28, 0, 143, 0, 240, 0, 238, 0, 311, 0, 299, 0, 274, 0, 291, 0, 263, 0, 185, 0, 199, 0, 147, 0, 111, 0, 105, 0, 70, 0, 40, 0, 22, 0, 22, 0, 7, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4000, 35, 0, 191, 0, 327, 0, 321, 0, 401, 0, 382, 0, 374, 0, 399, 0, 337, 0, 264, 0, 269, 0, 190, 0, 157, 0, 141, 0, 86, 0, 57, 0, 30, 0, 26, 0, 8, 0, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5000, 39, 0, 239, 0, 402, 0, 415, 0, 499, 0, 472, 0, 474, 0, 495, 0, 417, 0, 337, 0, 336, 0, 236, 0, 208, 0, 165, 0, 110, 0, 67, 0, 43, 0, 30, 0, 9, 0, 5, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6000, 45, 0, 282, 0, 491, 0, 522, 0, 604, 0, 556, 0, 558, 0, 596, 0, 498, 0, 401, 0, 404, 0, 287, 0, 240, 0, 200, 0, 137, 0, 77, 0, 48, 0, 31, 0, 14, 0, 6, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7000, 52, 0, 321, 0, 562, 0, 612, 0, 683, 0, 654, 0, 675, 0, 690, 0, 585, 0, 485, 0, 461, 0, 341, 0, 278, 0, 233, 0, 156, 0, 88, 0, 59, 0, 40, 0, 16, 0, 6, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000, 63, 0, 375, 0, 625, 0, 703, 0, 777, 0, 751, 0, 774, 0, 777, 0, 679, 0, 559, 0, 518, 0, 399, 0, 319, 0, 256, 0, 178, 0, 100, 0, 66, 0, 45, 0, 22, 0, 10, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9000, 66, 0, 409, 0, 702, 0, 808, 0, 868, 0, 848, 0, 867, 0, 875, 0, 777, 0, 646, 0, 564, 0, 461, 0, 354, 0, 281, 0, 198, 0, 111, 0, 72, 0, 51, 0, 25, 0, 11, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10000, 71, 0, 452, 0, 782, 0, 911, 0, 959, 0, 965, 0, 963, 0, 980, 0, 865, 0, 719, 0, 618, 0, 509, 0, 385, 0, 313, 0, 215, 0, 118, 0, 77, 0, 54, 0, 26, 0, 12, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20000, 141, 0, 912, 0, 1556, 0, 1842, 0, 1980, 0, 1996, 0, 1953, 0, 1860, 0, 1742, 0, 1457, 0, 1263, 0, 1026, 0, 754, 0, 594, 0, 383, 0, 220, 0, 156, 0, 88, 0, 44, 0, 21, 0, 8, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
30000, 216, 0, 1334, 0, 2399, 0, 2792, 0, 2999, 0, 2962, 0, 2933, 0, 2801, 0, 2542, 0, 2173, 0, 1875, 0, 1541, 0, 1145, 0, 878, 0, 586, 0, 340, 0, 224, 0, 135, 0, 64, 0, 37, 0, 17, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
40000, 283, 0, 1776, 0, 3225, 0, 3712, 0, 4012, 0, 3937, 0, 3971, 0, 3745, 0, 3336, 0, 2929, 0, 2491, 0, 2027, 0, 1540, 0, 1147, 0, 758, 0, 472, 0, 298, 0, 182, 0, 80, 0, 52, 0, 19, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
50000, 350, 0, 2249, 0, 4023, 0, 4667, 0, 5024, 0, 4929, 0, 4989, 0, 4645, 0, 4178, 0, 3652, 0, 3096, 0, 2529, 0, 1916, 0, 1427, 0, 943, 0, 602, 0, 368, 0, 216, 0, 106, 0, 58, 0, 24, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
60000, 428, 0, 2683, 0, 4823, 0, 5622, 0, 5975, 0, 5914, 0, 5977, 0, 5568, 0, 5024, 0, 4463, 0, 3704, 0, 3059, 0, 2314, 0, 1675, 0, 1119, 0, 732, 0, 433, 0, 258, 0, 122, 0, 67, 0, 29, 0, 8, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0
70000, 502, 0, 3135, 0, 5598, 0, 6573, 0, 6950, 0, 6882, 0, 6937, 0, 6489, 0, 5879, 0, 5182, 0, 4389, 0, 3583, 0, 2711, 0, 1966, 0, 1321, 0, 847, 0, 496, 0, 289, 0, 146, 0, 78, 0, 35, 0, 9, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0
80000, 577, 0, 3612, 0, 6393, 0, 7446, 0, 7928, 0, 7905, 0, 7961, 0, 7382, 0, 6769, 0, 5962, 0, 5010, 0, 4043, 0, 3099, 0, 2239, 0, 1480, 0, 973, 0, 581, 0, 334, 0, 167, 0, 86, 0, 36, 0, 14, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0
90000, 658, 0, 4104, 0, 7204, 0, 8379, 0, 8890, 0, 8829, 0, 8984, 0, 8340, 0, 7618, 0, 6699, 0, 5626, 0, 4524, 0, 3467, 0, 2536, 0, 1679, 0, 1082, 0, 661, 0, 371, 0, 193, 0, 93, 0, 41, 0, 17, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0
100000, 733, 0, 4588, 0, 8013, 0, 9290, 0, 9877, 0, 9845, 0, 9951, 0, 9316, 0, 8443, 0, 7439, 0, 6247, 0, 5006, 0, 3844, 0, 2818, 0, 1845, 0, 1201, 0, 747, 0, 415, 0, 205, 0, 104, 0, 48, 0, 20, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0
200000, 1453, 0, 9180, 0, 16072, 0, 18679, 0, 19671, 0, 19927, 0, 19893, 0, 18568, 0, 17024, 0, 14722, 0, 12424, 0, 10043, 0, 7527, 0, 5498, 0, 3715, 0, 2449, 0, 1475, 0, 863, 0, 443, 0, 224, 0, 101, 0, 34, 0, 11, 0, 3, 0, 1, 0, 0, 0, 0
300000, 2151, 0, 13792, 0, 24226, 0, 27893, 0, 29508, 0, 29920, 0, 29737, 0, 28069, 0, 25664, 0, 22024, 0, 18566, 0, 14871, 0, 11389, 0, 8311, 0, 5554, 0, 3633, 0, 2209, 0, 1268, 0, 664, 0, 331, 0, 144, 0, 52, 0, 19, 0, 4, 0, 1, 0, 0, 0, 0
400000, 2831, 0, 18285, 0, 32295, 0, 37266, 0, 39392, 0, 39950, 0, 39496, 0, 37467, 0, 34308, 0, 29232, 0, 24861, 0, 19911, 0, 15228, 0, 11071, 0, 7327, 0, 4881, 0, 2911, 0, 1696, 0, 876, 0, 427, 0, 186, 0, 67, 0, 29, 0, 6, 0, 1, 0, 0, 0, 0
500000, 3503, 0, 22868, 0, 40375, 0, 46699, 0, 48975, 0, 49818, 0, 49409, 0, 46884, 0, 42945, 0, 36739, 0, 31016, 0, 24908, 0, 19050, 0, 13774, 0, 9225, 0, 6093, 0, 3640, 0, 2116, 0, 1079, 0, 525, 0, 232, 0, 84, 0, 34, 0, 8, 0, 1, 0, 0, 0, 0
600000, 4186, 0, 27420, 0, 48475, 0, 56000, 0, 58804, 0, 59939, 0, 59277, 0, 56132, 0, 51472, 0, 44165, 0, 37221, 0, 29810, 0, 22912, 0, 16488, 0, 11076, 0, 7359, 0, 4393, 0, 2507, 0, 1297, 0, 627, 0, 297, 0, 96, 0, 38, 0, 8, 0, 1, 0, 0, 0, 0
700000, 4841, 0, 32135, 0, 56509, 0, 65416, 0, 68565, 0, 69727, 0, 69169, 0, 65437, 0, 60183, 0, 51587, 0, 43454, 0, 34782, 0, 26611, 0, 19267, 0, 12944, 0, 8601, 0, 5135, 0, 2908, 0, 1494, 0, 719, 0, 346, 0, 114, 0, 45, 0, 10, 0, 1, 0, 0, 0, 0
800000, 5534, 0, 36773, 0, 64537, 0, 74890, 0, 78302, 0, 79706, 0, 79038, 0, 74616, 0, 68817, 0, 58985, 0, 49743, 0, 39666, 0, 30344, 0, 22020, 0, 14887, 0, 9839, 0, 5920, 0, 3292, 0, 1696, 0, 832, 0, 376, 0, 127, 0, 48, 0, 11, 0, 1, 0, 0, 0, 0
900000, 6234, 0, 41503, 0, 72620, 0, 84122, 0, 88076, 0, 89630, 0, 88808, 0, 84182, 0, 77417, 0, 66374, 0, 55931, 0, 44601, 0, 34209, 0, 24636, 0, 16776, 0, 11061, 0, 6648, 0, 3729, 0, 1885, 0, 932, 0, 422, 0, 139, 0, 51, 0, 12, 0, 2, 0, 0, 0, 0
1000000, 6968, 0, 46064, 0, 80696, 0, 93501, 0, 97800, 0, 99714, 0, 98658, 0, 93644, 0, 85810, 0, 73756, 0, 62103, 0, 49644, 0, 38050, 0, 27416, 0, 18591, 0, 12244, 0, 7389, 0, 4125, 0, 2119, 0, 1019, 0, 474, 0, 148, 0, 51, 0, 13, 0, 3, 0, 0, 0, 0
