runs, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52
2000, 12, 0, 94, 0, 166, 0, 191, 0, 219, 0, 211, 0, 177, 0, 189, 0, 165, 0, 157, 0, 113, 0, 99, 0, 77, 0, 48, 0, 31, 0, 21, 0, 14, 0, 7, 0, 3, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3000, 18, 0, 141, 0, 244, 0, 293, 0, 315, 0, 308, 0, 274, 0, 280, 0, 245, 0, 238, 0, 179, 0, 155, 0, 113, 0, 69, 0, 45, 0, 34, 0, 24, 0, 11, 0, 5, 0, 7, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4000, 24, 0, 188, 0, 329, 0, 389, 0, 414, 0, 416, 0, 361, 0, 365, 0, 336, 0, 325, 0, 227, 0, 206, 0, 148, 0, 96, 0, 61, 0, 47, 0, 32, 0, 16, 0, 10, 0, 7, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
5000, 30, 0, 231, 0, 414, 0, 486, 0, 519, 0, 512, 0, 470, 0, 463, 0, 408, 0, 397, 0, 280, 0, 260, 0, 189, 0, 119, 0, 81, 0, 57, 0, 40, 0, 22, 0, 12, 0, 7, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
6000, 33, 0, 293, 0, 494, 0, 575, 0, 615, 0, 595, 0, 556, 0, 555, 0, 501, 0, 465, 0, 351, 0, 312, 0, 230, 0, 147, 0, 102, 0, 73, 0, 48, 0, 28, 0, 16, 0, 7, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
7000, 39, 0, 339, 0, 581, 0, 661, 0, 713, 0, 682, 0, 639, 0, 644, 0, 607, 0, 551, 0, 414, 0, 373, 0, 263, 0, 177, 0, 116, 0, 84, 0, 54, 0, 31, 0, 17, 0, 11, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
8000, 46, 0, 393, 0, 673, 0, 744, 0, 802, 0, 772, 0, 738, 0, 750, 0, 697, 0, 614, 0, 470, 0, 425, 0, 293, 0, 212, 0, 140, 0, 101, 0, 64, 0, 32, 0, 17, 0, 12, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
9000, 53, 0, 450, 0, 751, 0, 838, 0, 906, 0, 873, 0, 834, 0, 827, 0, 782, 0, 681, 0, 543, 0, 467, 0, 336, 0, 238, 0, 163, 0, 110, 0, 77, 0, 35, 0, 17, 0, 14, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
10000, 63, 0, 495, 0, 848, 0, 936, 0, 1019, 0, 963, 0, 920, 0, 904, 0, 869, 0, 772, 0, 603, 0, 502, 0, 370, 0, 267, 0, 181, 0, 119, 0, 88, 0, 41, 0, 19, 0, 16, 0, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
20000, 128, 0, 970, 0, 1725, 0, 1857, 0, 1990, 0, 1933, 0, 1874, 0, 1881, 0, 1687, 0, 1507, 0, 1249, 0, 965, 0, 762, 0, 549, 0, 368, 0, 228, 0, 156, 0, 85, 0, 49, 0, 24, 0, 7, 0, 5, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
30000, 216, 0, 1417, 0, 2519, 0, 2788, 0, 2992, 0, 2894, 0, 2861, 0, 2800, 0, 2504, 0, 2233, 0, 1910, 0, 1504, 0, 1140, 0, 804, 0, 577, 0, 356, 0, 226, 0, 136, 0, 77, 0, 30, 0, 9, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
40000, 284, 0, 1869, 0, 3318, 0, 3715, 0, 4019, 0, 3862, 0, 3844, 0, 3762, 0, 3315, 0, 2968, 0, 2531, 0, 1991, 0, 1519, 0, 1099, 0, 780, 0, 492, 0, 294, 0, 179, 0, 97, 0, 38, 0, 13, 0, 9, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0
50000, 362, 0, 2314, 0, 4132, 0, 4636, 0, 5006, 0, 4855, 0, 4858, 0, 4734, 0, 4123, 0, 3735, 0, 3163, 0, 2469, 0, 1902, 0, 1358, 0, 936, 0, 622, 0, 371, 0, 226, 0, 118, 0, 50, 0, 18, 0, 10, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0
60000, 434, 0, 2741, 0, 4917, 0, 5678, 0, 5935, 0, 5832, 0, 5825, 0, 5689, 0, 4998, 0, 4463, 0, 3766, 0, 2977, 0, 2276, 0, 1623, 0, 1146, 0, 761, 0, 443, 0, 258, 0, 143, 0, 60, 0, 21, 0, 11, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0
70000, 491, 0, 3202, 0, 5766, 0, 6621, 0, 6970, 0, 6785, 0, 6843, 0, 6609, 0, 5803, 0, 5169, 0, 4416, 0, 3504, 0, 2631, 0, 1891, 0, 1327, 0, 884, 0, 508, 0, 300, 0, 161, 0, 76, 0, 26, 0, 11, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0
80000, 576, 0, 3621, 0, 6557, 0, 7580, 0, 7953, 0, 7743, 0, 7845, 0, 7562, 0, 6698, 0, 5897, 0, 5100, 0, 4005, 0, 2993, 0, 2144, 0, 1517, 0, 989, 0, 566, 0, 342, 0, 179, 0, 84, 0, 31, 0, 12, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0
90000, 670, 0, 4092, 0, 7390, 0, 8514, 0, 8970, 0, 8713, 0, 8853, 0, 8469, 0, 7528, 0, 6594, 0, 5707, 0, 4517, 0, 3372, 0, 2426, 0, 1701, 0, 1108, 0, 644, 0, 389, 0, 196, 0, 92, 0, 32, 0, 16, 0, 4, 0, 3, 0, 0, 0, 0, 0, 0
100000, 753, 0, 4524, 0, 8171, 0, 9501, 0, 9952, 0, 9731, 0, 9820, 0, 9404, 0, 8343, 0, 7311, 0, 6354, 0, 5042, 0, 3743, 0, 2707, 0, 1895, 0, 1237, 0, 706, 0, 429, 0, 209, 0, 104, 0, 38, 0, 18, 0, 5, 0, 3, 0, 0, 0, 0, 0, 0
200000, 1474, 0, 9102, 0, 15970, 0, 18837, 0, 19781, 0, 19812, 0, 19769, 0, 18751, 0, 16776, 0, 14928, 0, 12546, 0, 10028, 0, 7571, 0, 5433, 0, 3732, 0, 2468, 0, 1421, 0, 848, 0, 419, 0, 199, 0, 82, 0, 39, 0, 9, 0, 4, 0, 1, 0, 0, 0, 0
300000, 2166, 0, 13654, 0, 24030, 0, 28258, 0, 29647, 0, 29784, 0, 29605, 0, 28048, 0, 25184, 0, 22294, 0, 18721, 0, 15170, 0, 11321, 0, 8305, 0, 5602, 0, 3724, 0, 2144, 0, 1216, 0, 629, 0, 299, 0, 118, 0, 61, 0, 13, 0, 6, 0, 1, 0, 0, 0, 0
400000, 2846, 0, 18296, 0, 31963, 0, 37606, 0, 39446, 0, 39769, 0, 39538, 0, 37295, 0, 33747, 0, 29866, 0, 24947, 0, 20094, 0, 15184, 0, 10991, 0, 7477, 0, 4943, 0, 2872, 0, 1604, 0, 875, 0, 381, 0, 159, 0, 76, 0, 17, 0, 7, 0, 1, 0, 0, 0, 0
500000, 3477, 0, 22785, 0, 40039, 0, 46971, 0, 49214, 0, 49779, 0, 49237, 0, 46796, 0, 42080, 0, 37477, 0, 31183, 0, 25134, 0, 19020, 0, 13871, 0, 9333, 0, 6114, 0, 3601, 0, 2029, 0, 1063, 0, 473, 0, 198, 0, 94, 0, 23, 0, 7, 0, 2, 0, 0, 0, 0
600000, 4149, 0, 27364, 0, 47956, 0, 56308, 0, 58926, 0, 59795, 0, 59170, 0, 56109, 0, 50722, 0, 44841, 0, 37439, 0, 30187, 0, 22803, 0, 16691, 0, 11180, 0, 7312, 0, 4358, 0, 2446, 0, 1287, 0, 561, 0, 245, 0, 110, 0, 29, 0, 10, 0, 2, 0, 0, 0, 0
700000, 4847, 0, 31957, 0, 55845, 0, 65499, 0, 68649, 0, 69974, 0, 69083, 0, 65340, 0, 59222, 0, 52416, 0, 43808, 0, 35137, 0, 26656, 0, 19421, 0, 13080, 0, 8546, 0, 5053, 0, 2867, 0, 1480, 0, 657, 0, 292, 0, 123, 0, 35, 0, 11, 0, 2, 0, 0, 0, 0
800000, 5570, 0, 36631, 0, 63677, 0, 74918, 0, 78482, 0, 80032, 0, 78833, 0, 74621, 0, 67668, 0, 59841, 0, 50097, 0, 40249, 0, 30468, 0, 22194, 0, 14980, 0, 9706, 0, 5777, 0, 3253, 0, 1700, 0, 766, 0, 337, 0, 145, 0, 40, 0, 13, 0, 2, 0, 0, 0, 0
900000, 6323, 0, 41202, 0, 71732, 0, 84300, 0, 88314, 0, 90067, 0, 88624, 0, 83969, 0, 76163, 0, 67160, 0, 56295, 0, 45283, 0, 34298, 0, 24881, 0, 16876, 0, 10988, 0, 6507, 0, 3660, 0, 1899, 0, 856, 0, 382, 0, 159, 0, 46, 0, 14, 0, 2, 0, 0, 0, 0
1000000, 7034, 0, 45804, 0, 79675, 0, 93556, 0, 97887, 0, 100166, 0, 98490, 0, 93298, 0, 84858, 0, 74465, 0, 62568, 0, 50330, 0, 38095, 0, 27648, 0, 18859, 0, 12236, 0, 7251, 0, 4052, 0, 2113, 0, 956, 0, 414, 0, 175, 0, 52, 0, 16, 0, 2, 0, 0, 0, 0
2000000, 14151, 0, 91924, 0, 160406, 0, 187681, 0, 196102, 0, 200030, 0, 196788, 0, 186386, 0, 169718, 0, 148831, 0, 124935, 0, 99668, 0, 75782, 0, 55187, 0, 37753, 0, 24393, 0, 14592, 0, 8137, 0, 4250, 0, 1940, 0, 854, 0, 336, 0, 115, 0, 36, 0, 5, 0, 0, 0, 0
3000000, 21220, 0, 137808, 0, 241138, 0, 281757, 0, 294060, 0, 300203, 0, 295406, 0, 279571, 0, 254671, 0, 222993, 0, 187178, 0, 149293, 0, 113562, 0, 82649, 0, 56593, 0, 36647, 0, 21778, 0, 12194, 0, 6339, 0, 2962, 0, 1246, 0, 511, 0, 171, 0, 45, 0, 5, 0, 0, 0, 0
4000000, 28210, 0, 183645, 0, 321582, 0, 375268, 0, 392096, 0, 400593, 0, 393303, 0, 372936, 0, 339598, 0, 297685, 0, 249466, 0, 199177, 0, 151429, 0, 110103, 0, 75689, 0, 48885, 0, 29052, 0, 16265, 0, 8415, 0, 3917, 0, 1708, 0, 674, 0, 231, 0, 66, 0, 7, 0, 0, 0, 0
5000000, 35309, 0, 229373, 0, 401593, 0, 469311, 0, 490475, 0, 499944, 0, 491731, 0, 467078, 0, 424345, 0, 371982, 0, 311494, 0, 248969, 0, 189621, 0, 137664, 0, 94397, 0, 61093, 0, 36425, 0, 20302, 0, 10575, 0, 4961, 0, 2151, 0, 831, 0, 286, 0, 76, 0, 12, 0, 2, 0, 0
6000000, 42402, 0, 275456, 0, 482262, 0, 562886, 0, 588824, 0, 599448, 0, 590626, 0, 560716, 0, 509148, 0, 446261, 0, 373403, 0, 298788, 0, 227617, 0, 165317, 0, 112833, 0, 73352, 0, 43775, 0, 24244, 0, 12676, 0, 5979, 0, 2538, 0, 997, 0, 344, 0, 91, 0, 15, 0, 2, 0, 0
7000000, 49512, 0, 321108, 0, 562773, 0, 656968, 0, 687200, 0, 699404, 0, 689369, 0, 653655, 0, 594058, 0, 520754, 0, 435415, 0, 348390, 0, 265431, 0, 192913, 0, 131663, 0, 85542, 0, 50996, 0, 28423, 0, 14811, 0, 6956, 0, 2974, 0, 1154, 0, 410, 0, 103, 0, 16, 0, 2, 0, 0
8000000, 56593, 0, 367313, 0, 643042, 0, 751140, 0, 785390, 0, 799186, 0, 787503, 0, 747028, 0, 679019, 0, 595273, 0, 497621, 0, 397947, 0, 303400, 0, 220344, 0, 150409, 0, 97620, 0, 58419, 0, 32479, 0, 16966, 0, 8011, 0, 3378, 0, 1324, 0, 456, 0, 115, 0, 22, 0, 2, 0, 0
9000000, 63665, 0, 413330, 0, 723331, 0, 844763, 0, 883314, 0, 899434, 0, 885575, 0, 839907, 0, 764758, 0, 669916, 0, 559927, 0, 447353, 0, 341203, 0, 247946, 0, 169251, 0, 109701, 0, 65923, 0, 36582, 0, 19042, 0, 9086, 0, 3831, 0, 1487, 0, 516, 0, 131, 0, 25, 0, 3, 0, 0
10000000, 70677, 0, 459073, 0, 803634, 0, 938687, 0, 981596, 0, 999700, 0, 984099, 0, 932999, 0, 849523, 0, 744170, 0, 622256, 0, 497240, 0, 379200, 0, 275473, 0, 187999, 0, 121885, 0, 73199, 0, 40660, 0, 21176, 0, 10084, 0, 4270, 0, 1641, 0, 576, 0, 151, 0, 27, 0, 4, 0, 1
