runs, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52
8000, 59, 0, 358, 0, 622, 0, 769, 0, 793, 0, 794, 0, 801, 0, 744, 0, 701, 0, 586, 0, 500, 0, 404, 0, 285, 0, 220, 0, 136, 0, 103, 0, 66, 0, 36, 0, 13, 0, 9, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9000, 66, 0, 400, 0, 713, 0, 860, 0, 891, 0, 896, 0, 898, 0, 832, 0, 788, 0, 656, 0, 556, 0, 445, 0, 340, 0, 250, 0, 153, 0, 114, 0, 74, 0, 45, 0, 13, 0, 9, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10000, 72, 0, 448, 0, 787, 0, 953, 0, 992, 0, 1000, 0, 991, 0, 940, 0, 880, 0, 727, 0, 607, 0, 502, 0, 382, 0, 274, 0, 167, 0, 122, 0, 84, 0, 46, 0, 15, 0, 10, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20000, 135, 0, 883, 0, 1586, 0, 1897, 0, 1953, 0, 1991, 0, 2031, 0, 1843, 0, 1723, 0, 1498, 0, 1219, 0, 982, 0, 773, 0, 548, 0, 371, 0, 231, 0, 176, 0, 85, 0, 49, 0, 16, 0, 4, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
30000, 211, 0, 1399, 0, 2322, 0, 2808, 0, 2971, 0, 2976, 0, 3018, 0, 2690, 0, 2558, 0, 2249, 0, 1859, 0, 1507, 0, 1191, 0, 834, 0, 566, 0, 362, 0, 243, 0, 126, 0, 67, 0, 26, 0, 11, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
40000, 295, 0, 1881, 0, 3081, 0, 3756, 0, 3940, 0, 4031, 0, 3994, 0, 3610, 0, 3415, 0, 2983, 0, 2462, 0, 1996, 0, 1626, 0, 1082, 0, 762, 0, 468, 0, 310, 0, 165, 0, 85, 0, 37, 0, 13, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
50000, 366, 0, 2336, 0, 3859, 0, 4684, 0, 4918, 0, 5072, 0, 4919, 0, 4545, 0, 4287, 0, 3739, 0, 3114, 0, 2478, 0, 2021, 0, 1370, 0, 947, 0, 597, 0, 378, 0, 205, 0, 95, 0, 43, 0, 17, 0, 9, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
60000, 433, 0, 2789, 0, 4642, 0, 5633, 0, 5868, 0, 6066, 0, 5891, 0, 5465, 0, 5122, 0, 4491, 0, 3784, 0, 2987, 0, 2420, 0, 1646, 0, 1130, 0, 727, 0, 448, 0, 251, 0, 116, 0, 57, 0, 24, 0, 9, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
70000, 507, 0, 3200, 0, 5441, 0, 6514, 0, 6871, 0, 7046, 0, 6963, 0, 6412, 0, 5944, 0, 5260, 0, 4438, 0, 3485, 0, 2814, 0, 1898, 0, 1328, 0, 841, 0, 506, 0, 282, 0, 134, 0, 74, 0, 28, 0, 13, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
80000, 577, 0, 3649, 0, 6231, 0, 7408, 0, 7890, 0, 8069, 0, 7910, 0, 7331, 0, 6780, 0, 5985, 0, 5110, 0, 4027, 0, 3177, 0, 2171, 0, 1529, 0, 968, 0, 575, 0, 324, 0, 155, 0, 83, 0, 37, 0, 13, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
90000, 638, 0, 4095, 0, 7029, 0, 8368, 0, 8855, 0, 9035, 0, 8870, 0, 8255, 0, 7621, 0, 6758, 0, 5729, 0, 4499, 0, 3598, 0, 2469, 0, 1708, 0, 1096, 0, 674, 0, 366, 0, 184, 0, 93, 0, 43, 0, 16, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
100000, 703, 0, 4557, 0, 7872, 0, 9364, 0, 9825, 0, 9992, 0, 9864, 0, 9168, 0, 8494, 0, 7516, 0, 6362, 0, 4958, 0, 3957, 0, 2746, 0, 1882, 0, 1231, 0, 736, 0, 405, 0, 203, 0, 101, 0, 47, 0, 16, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
200000, 1353, 0, 9194, 0, 15941, 0, 18843, 0, 19557, 0, 19864, 0, 19867, 0, 18356, 0, 16965, 0, 14933, 0, 12652, 0, 9905, 0, 7787, 0, 5513, 0, 3787, 0, 2409, 0, 1472, 0, 844, 0, 430, 0, 197, 0, 85, 0, 36, 0, 8, 0, 2, 0, 0, 0, 0, 0, 0
300000, 2041, 0, 13847, 0, 24075, 0, 28162, 0, 29354, 0, 29861, 0, 29640, 0, 27726, 0, 25508, 0, 22468, 0, 18846, 0, 14895, 0, 11428, 0, 8246, 0, 5736, 0, 3577, 0, 2180, 0, 1255, 0, 667, 0, 291, 0, 123, 0, 54, 0, 15, 0, 4, 0, 1, 0, 0, 0, 0
400000, 2703, 0, 18416, 0, 32197, 0, 37518, 0, 39263, 0, 39713, 0, 39708, 0, 37032, 0, 33950, 0, 29857, 0, 25010, 0, 19878, 0, 15243, 0, 10954, 0, 7654, 0, 4779, 0, 2918, 0, 1661, 0, 881, 0, 391, 0, 173, 0, 72, 0, 22, 0, 5, 0, 2, 0, 0, 0, 0
500000, 3367, 0, 22985, 0, 40155, 0, 46980, 0, 49173, 0, 49756, 0, 49643, 0, 46260, 0, 42339, 0, 37420, 0, 31185, 0, 24875, 0, 18994, 0, 13691, 0, 9546, 0, 5956, 0, 3655, 0, 2100, 0, 1101, 0, 473, 0, 225, 0, 87, 0, 25, 0, 6, 0, 2, 0, 0, 0, 1
600000, 4078, 0, 27617, 0, 48205, 0, 56310, 0, 59092, 0, 59858, 0, 59484, 0, 55696, 0, 50774, 0, 44666, 0, 37432, 0, 29863, 0, 22849, 0, 16393, 0, 11384, 0, 7163, 0, 4331, 0, 2530, 0, 1309, 0, 555, 0, 266, 0, 103, 0, 31, 0, 7, 0, 3, 0, 0, 0, 1
700000, 4788, 0, 32235, 0, 56272, 0, 65732, 0, 69028, 0, 69835, 0, 69301, 0, 64868, 0, 59172, 0, 52150, 0, 43778, 0, 34706, 0, 26710, 0, 19115, 0, 13284, 0, 8363, 0, 5074, 0, 2942, 0, 1515, 0, 653, 0, 311, 0, 118, 0, 34, 0, 10, 0, 5, 0, 0, 0, 1
800000, 5490, 0, 36813, 0, 64335, 0, 75175, 0, 78766, 0, 79838, 0, 79134, 0, 74054, 0, 67694, 0, 59689, 0, 49989, 0, 39698, 0, 30506, 0, 21937, 0, 15165, 0, 9546, 0, 5799, 0, 3379, 0, 1696, 0, 748, 0, 354, 0, 136, 0, 42, 0, 11, 0, 5, 0, 0, 0, 1
900000, 6179, 0, 41353, 0, 72345, 0, 84453, 0, 88727, 0, 89860, 0, 89036, 0, 83254, 0, 76138, 0, 67308, 0, 56104, 0, 44706, 0, 34251, 0, 24748, 0, 16991, 0, 10759, 0, 6578, 0, 3802, 0, 1942, 0, 850, 0, 393, 0, 157, 0, 47, 0, 13, 0, 5, 0, 0, 0, 1
1000000, 6863, 0, 45993, 0, 80311, 0, 93770, 0, 98436, 0, 99784, 0, 98929, 0, 92697, 0, 84638, 0, 74700, 0, 62300, 0, 49796, 0, 38042, 0, 27483, 0, 18916, 0, 12023, 0, 7329, 0, 4217, 0, 2150, 0, 942, 0, 433, 0, 178, 0, 50, 0, 14, 0, 5, 0, 0, 0, 1
2000000, 13934, 0, 92103, 0, 160339, 0, 187633, 0, 196006, 0, 199862, 0, 197358, 0, 185746, 0, 170179, 0, 149237, 0, 124775, 0, 99728, 0, 75734, 0, 54994, 0, 37685, 0, 24143, 0, 14799, 0, 8179, 0, 4302, 0, 1931, 0, 880, 0, 322, 0, 93, 0, 29, 0, 8, 0, 0, 0, 1
3000000, 21029, 0, 137863, 0, 240218, 0, 281403, 0, 294638, 0, 300125, 0, 295820, 0, 279238, 0, 254800, 0, 223664, 0, 186802, 0, 149726, 0, 113531, 0, 82392, 0, 56684, 0, 36269, 0, 22081, 0, 12325, 0, 6502, 0, 2902, 0, 1299, 0, 498, 0, 136, 0, 41, 0, 12, 0, 1, 0, 1
4000000, 28184, 0, 183605, 0, 320068, 0, 375042, 0, 393559, 0, 399681, 0, 394695, 0, 372854, 0, 340081, 0, 297387, 0, 249112, 0, 199343, 0, 151820, 0, 109816, 0, 75235, 0, 48420, 0, 29479, 0, 16487, 0, 8606, 0, 3931, 0, 1685, 0, 659, 0, 181, 0, 55, 0, 13, 0, 1, 0, 1
5000000, 35119, 0, 229512, 0, 400307, 0, 468950, 0, 491566, 0, 499618, 0, 493532, 0, 465921, 0, 424785, 0, 372024, 0, 311741, 0, 248849, 0, 189707, 0, 137470, 0, 93987, 0, 60608, 0, 36751, 0, 20614, 0, 10756, 0, 4894, 0, 2147, 0, 817, 0, 241, 0, 69, 0, 13, 0, 1, 0, 1
6000000, 42191, 0, 275319, 0, 480663, 0, 562446, 0, 589694, 0, 599620, 0, 592686, 0, 559393, 0, 509768, 0, 446540, 0, 373733, 0, 298689, 0, 227515, 0, 164678, 0, 112737, 0, 72585, 0, 44145, 0, 24842, 0, 12902, 0, 5878, 0, 2582, 0, 987, 0, 306, 0, 84, 0, 15, 0, 1, 0, 1
7000000, 49257, 0, 321007, 0, 561081, 0, 656180, 0, 687527, 0, 699831, 0, 691602, 0, 653007, 0, 594687, 0, 520509, 0, 436036, 0, 348837, 0, 265518, 0, 191938, 0, 131371, 0, 84627, 0, 51496, 0, 28948, 0, 15061, 0, 6860, 0, 2996, 0, 1151, 0, 351, 0, 98, 0, 21, 0, 2, 0, 1
8000000, 56322, 0, 366787, 0, 641424, 0, 750445, 0, 785601, 0, 799551, 0, 790460, 0, 746029, 0, 679732, 0, 595060, 0, 497813, 0, 398367, 0, 303472, 0, 219652, 0, 150169, 0, 96827, 0, 58858, 0, 33111, 0, 17130, 0, 7894, 0, 3469, 0, 1299, 0, 384, 0, 115, 0, 25, 0, 3, 0, 1
9000000, 63182, 0, 412725, 0, 721443, 0, 844481, 0, 883918, 0, 899107, 0, 889342, 0, 839584, 0, 764593, 0, 669272, 0, 559475, 0, 448517, 0, 341690, 0, 247189, 0, 169103, 0, 108825, 0, 66104, 0, 37314, 0, 19319, 0, 8866, 0, 3911, 0, 1450, 0, 430, 0, 129, 0, 27, 0, 3, 0, 1
10000000, 70291, 0, 458813, 0, 801650, 0, 937868, 0, 982014, 0, 999430, 0, 987434, 0, 932792, 0, 850042, 0, 743596, 0, 621598, 0, 498355, 0, 379729, 0, 274952, 0, 187781, 0, 120885, 0, 73479, 0, 41397, 0, 21482, 0, 9823, 0, 4330, 0, 1610, 0, 476, 0, 140, 0, 29, 0, 3, 0, 1
