runs, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52
2000, 15, 0, 96, 0, 167, 0, 188, 0, 198, 0, 186, 0, 195, 0, 181, 0, 170, 0, 158, 0, 126, 0, 98, 0, 87, 0, 49, 0, 42, 0, 24, 0, 9, 0, 6, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3000, 24, 0, 140, 0, 240, 0, 278, 0, 289, 0, 277, 0, 308, 0, 281, 0, 259, 0, 223, 0, 189, 0, 149, 0, 136, 0, 80, 0, 56, 0, 36, 0, 16, 0, 9, 0, 8, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
4000, 31, 0, 177, 0, 312, 0, 382, 0, 410, 0, 371, 0, 404, 0, 381, 0, 351, 0, 287, 0, 244, 0, 206, 0, 170, 0, 105, 0, 77, 0, 46, 0, 18, 0, 14, 0, 10, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5000, 41, 0, 225, 0, 399, 0, 479, 0, 512, 0, 445, 0, 490, 0, 454, 0, 454, 0, 376, 0, 295, 0, 261, 0, 217, 0, 135, 0, 95, 0, 59, 0, 30, 0, 15, 0, 11, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6000, 49, 0, 278, 0, 505, 0, 575, 0, 589, 0, 544, 0, 567, 0, 553, 0, 530, 0, 451, 0, 352, 0, 315, 0, 246, 0, 171, 0, 116, 0, 75, 0, 39, 0, 21, 0, 16, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7000, 61, 0, 316, 0, 580, 0, 659, 0, 693, 0, 646, 0, 663, 0, 649, 0, 617, 0, 524, 0, 415, 0, 371, 0, 284, 0, 201, 0, 145, 0, 80, 0, 47, 0, 22, 0, 18, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
8000, 64, 0, 352, 0, 656, 0, 757, 0, 784, 0, 747, 0, 778, 0, 741, 0, 705, 0, 588, 0, 476, 0, 427, 0, 331, 0, 228, 0, 162, 0, 90, 0, 57, 0, 27, 0, 21, 0, 8, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
9000, 76, 0, 398, 0, 744, 0, 846, 0, 892, 0, 837, 0, 883, 0, 832, 0, 795, 0, 655, 0, 535, 0, 470, 0, 369, 0, 258, 0, 185, 0, 102, 0, 61, 0, 31, 0, 21, 0, 9, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
10000, 80, 0, 441, 0, 814, 0, 959, 0, 973, 0, 936, 0, 975, 0, 945, 0, 871, 0, 734, 0, 598, 0, 531, 0, 399, 0, 284, 0, 206, 0, 114, 0, 68, 0, 36, 0, 25, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
20000, 152, 0, 874, 0, 1620, 0, 1938, 0, 1919, 0, 1892, 0, 2011, 0, 1919, 0, 1720, 0, 1467, 0, 1227, 0, 1042, 0, 780, 0, 532, 0, 396, 0, 228, 0, 140, 0, 76, 0, 46, 0, 17, 0, 2, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
30000, 217, 0, 1328, 0, 2435, 0, 2828, 0, 2894, 0, 2843, 0, 3017, 0, 2866, 0, 2580, 0, 2254, 0, 1851, 0, 1566, 0, 1160, 0, 812, 0, 575, 0, 359, 0, 205, 0, 115, 0, 58, 0, 28, 0, 7, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
40000, 278, 0, 1780, 0, 3234, 0, 3743, 0, 3844, 0, 3857, 0, 3990, 0, 3833, 0, 3402, 0, 3030, 0, 2520, 0, 2080, 0, 1535, 0, 1071, 0, 761, 0, 486, 0, 281, 0, 151, 0, 74, 0, 38, 0, 7, 0, 3, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
50000, 347, 0, 2207, 0, 4035, 0, 4720, 0, 4826, 0, 4802, 0, 4993, 0, 4752, 0, 4271, 0, 3768, 0, 3168, 0, 2575, 0, 1949, 0, 1322, 0, 949, 0, 605, 0, 364, 0, 178, 0, 104, 0, 47, 0, 11, 0, 5, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0
60000, 424, 0, 2655, 0, 4789, 0, 5643, 0, 5814, 0, 5753, 0, 6029, 0, 5689, 0, 5152, 0, 4514, 0, 3813, 0, 3092, 0, 2329, 0, 1606, 0, 1138, 0, 714, 0, 414, 0, 221, 0, 124, 0, 57, 0, 19, 0, 8, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0
70000, 494, 0, 3120, 0, 5566, 0, 6547, 0, 6849, 0, 6767, 0, 7075, 0, 6536, 0, 5995, 0, 5237, 0, 4480, 0, 3615, 0, 2725, 0, 1866, 0, 1302, 0, 844, 0, 486, 0, 260, 0, 136, 0, 64, 0, 24, 0, 8, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0
80000, 569, 0, 3571, 0, 6322, 0, 7478, 0, 7864, 0, 7759, 0, 8064, 0, 7471, 0, 6864, 0, 6005, 0, 5085, 0, 4130, 0, 3092, 0, 2145, 0, 1490, 0, 949, 0, 553, 0, 305, 0, 169, 0, 72, 0, 29, 0, 9, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0
90000, 655, 0, 4012, 0, 7105, 0, 8442, 0, 8858, 0, 8756, 0, 9034, 0, 8418, 0, 7718, 0, 6710, 0, 5727, 0, 4614, 0, 3470, 0, 2435, 0, 1664, 0, 1078, 0, 634, 0, 344, 0, 194, 0, 82, 0, 34, 0, 10, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0
100000, 731, 0, 4478, 0, 7911, 0, 9353, 0, 9848, 0, 9773, 0, 9981, 0, 9367, 0, 8568, 0, 7450, 0, 6388, 0, 5109, 0, 3844, 0, 2694, 0, 1860, 0, 1203, 0, 705, 0, 384, 0, 210, 0, 90, 0, 36, 0, 11, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0
200000, 1439, 0, 9064, 0, 16069, 0, 18657, 0, 19650, 0, 19827, 0, 19885, 0, 18592, 0, 17187, 0, 14841, 0, 12648, 0, 10044, 0, 7590, 0, 5431, 0, 3734, 0, 2384, 0, 1440, 0, 800, 0, 417, 0, 178, 0, 86, 0, 23, 0, 10, 0, 2, 0, 1, 0, 1, 0, 0
300000, 2116, 0, 13771, 0, 24053, 0, 27987, 0, 29485, 0, 29902, 0, 29950, 0, 27895, 0, 25530, 0, 22164, 0, 18972, 0, 15051, 0, 11372, 0, 8148, 0, 5546, 0, 3565, 0, 2167, 0, 1223, 0, 633, 0, 288, 0, 123, 0, 41, 0, 13, 0, 3, 0, 1, 0, 1, 0, 0
400000, 2823, 0, 18272, 0, 32129, 0, 37499, 0, 39279, 0, 40053, 0, 39703, 0, 37254, 0, 33890, 0, 29611, 0, 25095, 0, 20102, 0, 15181, 0, 10907, 0, 7385, 0, 4783, 0, 2904, 0, 1665, 0, 844, 0, 379, 0, 170, 0, 50, 0, 14, 0, 5, 0, 2, 0, 1, 0, 0
500000, 3547, 0, 22823, 0, 40159, 0, 46938, 0, 49018, 0, 50033, 0, 49573, 0, 46670, 0, 42385, 0, 36906, 0, 31369, 0, 25128, 0, 18985, 0, 13678, 0, 9273, 0, 6014, 0, 3599, 0, 2065, 0, 1045, 0, 483, 0, 208, 0, 65, 0, 24, 0, 7, 0, 4, 0, 1, 0, 0
600000, 4240, 0, 27315, 0, 48238, 0, 56370, 0, 58669, 0, 60088, 0, 59306, 0, 56135, 0, 50923, 0, 44303, 0, 37692, 0, 30101, 0, 22810, 0, 16359, 0, 11165, 0, 7251, 0, 4310, 0, 2495, 0, 1243, 0, 602, 0, 255, 0, 79, 0, 38, 0, 8, 0, 4, 0, 1, 0, 0
700000, 4949, 0, 31840, 0, 56127, 0, 65720, 0, 68546, 0, 70111, 0, 69029, 0, 65465, 0, 59632, 0, 51737, 0, 43921, 0, 35165, 0, 26683, 0, 18986, 0, 13064, 0, 8470, 0, 5045, 0, 2902, 0, 1447, 0, 709, 0, 301, 0, 93, 0, 43, 0, 9, 0, 5, 0, 1, 0, 0
800000, 5648, 0, 36484, 0, 64099, 0, 75149, 0, 78403, 0, 80146, 0, 78902, 0, 74750, 0, 67994, 0, 59152, 0, 50216, 0, 40162, 0, 30330, 0, 21771, 0, 14987, 0, 9674, 0, 5802, 0, 3355, 0, 1658, 0, 804, 0, 344, 0, 108, 0, 47, 0, 9, 0, 5, 0, 1, 0, 0
900000, 6362, 0, 41178, 0, 72056, 0, 84616, 0, 88159, 0, 90173, 0, 88685, 0, 84145, 0, 76644, 0, 66622, 0, 56503, 0, 45001, 0, 34084, 0, 24503, 0, 16767, 0, 10871, 0, 6539, 0, 3759, 0, 1844, 0, 908, 0, 388, 0, 121, 0, 54, 0, 12, 0, 5, 0, 1, 0, 0
1000000, 7067, 0, 45867, 0, 80027, 0, 93981, 0, 97938, 0, 100255, 0, 98496, 0, 93527, 0, 85015, 0, 74065, 0, 62730, 0, 50044, 0, 37980, 0, 27228, 0, 18580, 0, 12070, 0, 7241, 0, 4165, 0, 2066, 0, 1014, 0, 435, 0, 134, 0, 55, 0, 14, 0, 5, 0, 1, 0, 0
2000000, 14131, 0, 91698, 0, 160317, 0, 187851, 0, 195886, 0, 200233, 0, 196548, 0, 186915, 0, 169804, 0, 148533, 0, 124868, 0, 100197, 0, 76056, 0, 54990, 0, 37231, 0, 24278, 0, 14565, 0, 8256, 0, 4270, 0, 2029, 0, 889, 0, 306, 0, 115, 0, 25, 0, 8, 0, 1, 0, 0
3000000, 21009, 0, 137420, 0, 240716, 0, 281437, 0, 294082, 0, 299978, 0, 295493, 0, 279633, 0, 255144, 0, 222580, 0, 187005, 0, 150278, 0, 113936, 0, 82776, 0, 56293, 0, 36608, 0, 21849, 0, 12336, 0, 6374, 0, 3036, 0, 1349, 0, 451, 0, 166, 0, 38, 0, 12, 0, 1, 0, 0
4000000, 28140, 0, 183219, 0, 320966, 0, 374946, 0, 392532, 0, 400125, 0, 394108, 0, 373119, 0, 339548, 0, 296942, 0, 248786, 0, 200279, 0, 152066, 0, 110468, 0, 75307, 0, 48779, 0, 29014, 0, 16530, 0, 8479, 0, 4031, 0, 1748, 0, 589, 0, 208, 0, 53, 0, 15, 0, 3, 0, 0
5000000, 35113, 0, 228933, 0, 401221, 0, 468612, 0, 491017, 0, 500154, 0, 492421, 0, 466466, 0, 424379, 0, 371516, 0, 311068, 0, 249885, 0, 190109, 0, 138249, 0, 94154, 0, 60821, 0, 36210, 0, 20645, 0, 10651, 0, 5051, 0, 2202, 0, 784, 0, 250, 0, 65, 0, 21, 0, 3, 0, 0
6000000, 42141, 0, 274668, 0, 481482, 0, 562235, 0, 589420, 0, 600221, 0, 590804, 0, 559315, 0, 508966, 0, 446145, 0, 373340, 0, 300033, 0, 228481, 0, 165708, 0, 112858, 0, 73105, 0, 43595, 0, 24730, 0, 12741, 0, 6040, 0, 2610, 0, 951, 0, 301, 0, 83, 0, 23, 0, 4, 0, 0
7000000, 49093, 0, 320641, 0, 562542, 0, 656712, 0, 687087, 0, 699435, 0, 689174, 0, 652684, 0, 593801, 0, 520186, 0, 435611, 0, 350003, 0, 266626, 0, 193141, 0, 131551, 0, 85360, 0, 50885, 0, 28948, 0, 14832, 0, 7024, 0, 3039, 0, 1136, 0, 363, 0, 96, 0, 25, 0, 5, 0, 0
8000000, 56105, 0, 366290, 0, 642878, 0, 750336, 0, 785645, 0, 799716, 0, 787952, 0, 746030, 0, 678626, 0, 593895, 0, 497728, 0, 399910, 0, 304603, 0, 220750, 0, 150452, 0, 97444, 0, 58201, 0, 33049, 0, 17046, 0, 8042, 0, 3434, 0, 1303, 0, 417, 0, 114, 0, 26, 0, 7, 0, 1
9000000, 63263, 0, 412182, 0, 722706, 0, 844529, 0, 883943, 0, 899830, 0, 886497, 0, 839442, 0, 763294, 0, 668065, 0, 559885, 0, 449686, 0, 342464, 0, 248463, 0, 169364, 0, 109609, 0, 65422, 0, 37181, 0, 19228, 0, 8968, 0, 3880, 0, 1460, 0, 464, 0, 134, 0, 32, 0, 8, 0, 1
10000000, 70361, 0, 457766, 0, 803264, 0, 937976, 0, 982546, 0, 999529, 0, 985334, 0, 932689, 0, 848747, 0, 742388, 0, 621658, 0, 499615, 0, 380283, 0, 275923, 0, 188293, 0, 121716, 0, 72589, 0, 41373, 0, 21288, 0, 9977, 0, 4333, 0, 1639, 0, 517, 0, 151, 0, 35, 0, 9, 0, 1
20000000, 141042, 0, 918113, 0, 1605887, 0, 1875089, 0, 1964548, 0, 1998508, 0, 1970518, 0, 1865500, 0, 1697625, 0, 1486028, 0, 1244597, 0, 997824, 0, 761109, 0, 550474, 0, 376288, 0, 243397, 0, 145626, 0, 81916, 0, 42539, 0, 20000, 0, 8653, 0, 3287, 0, 1041, 0, 302, 0, 73, 0, 15, 0, 1
30000000, 211914, 0, 1378354, 0, 2408559, 0, 2813033, 0, 2945681, 0, 2997011, 0, 2955687, 0, 2798708, 0, 2548671, 0, 2229280, 0, 1867737, 0, 1495049, 0, 1140651, 0, 825465, 0, 564935, 0, 364024, 0, 218752, 0, 122766, 0, 63686, 0, 30084, 0, 12919, 0, 4890, 0, 1560, 0, 444, 0, 118, 0, 21, 0, 1
40000000, 282814, 0, 1837771, 0, 3209844, 0, 3750873, 0, 3929281, 0, 3996609, 0, 3940098, 0, 3730751, 0, 3398648, 0, 2971164, 0, 2491071, 0, 1993201, 0, 1520812, 0, 1100252, 0, 753409, 0, 485414, 0, 292398, 0, 163746, 0, 85052, 0, 40189, 0, 17249, 0, 6506, 0, 2092, 0, 581, 0, 150, 0, 24, 0, 1
50000000, 353167, 0, 2297511, 0, 4012984, 0, 4689416, 0, 4910974, 0, 4995041, 0, 4926673, 0, 4664509, 0, 4248828, 0, 3712876, 0, 3112571, 0, 2490713, 0, 1901469, 0, 1375099, 0, 941828, 0, 606478, 0, 365295, 0, 204710, 0, 106496, 0, 50135, 0, 21580, 0, 8084, 0, 2630, 0, 719, 0, 184, 0, 28, 0, 2
60000000, 423984, 0, 2756027, 0, 4816107, 0, 5627306, 0, 5893485, 0, 5995206, 0, 5912594, 0, 5597879, 0, 5098982, 0, 4454559, 0, 3734079, 0, 2988504, 0, 2281498, 0, 1649667, 0, 1130899, 0, 727513, 0, 438684, 0, 245431, 0, 127527, 0, 60254, 0, 25846, 0, 9725, 0, 3141, 0, 856, 0, 210, 0, 34, 0, 3
70000000, 494181, 0, 3216907, 0, 5619446, 0, 6564710, 0, 6874445, 0, 6994559, 0, 6898124, 0, 6530426, 0, 5948733, 0, 5196480, 0, 4355918, 0, 3487329, 0, 2660913, 0, 1924859, 0, 1319527, 0, 848823, 0, 512358, 0, 286752, 0, 148529, 0, 70465, 0, 30200, 0, 11364, 0, 3676, 0, 994, 0, 239, 0, 40, 0, 3
80000000, 564986, 0, 3676149, 0, 6423056, 0, 7502909, 0, 7856369, 0, 7993319, 0, 7883677, 0, 7464299, 0, 6798527, 0, 5939196, 0, 4977576, 0, 3984509, 0, 3040951, 0, 2198965, 0, 1507948, 0, 970524, 0, 585722, 0, 327812, 0, 169635, 0, 80667, 0, 34573, 0, 12991, 0, 4196, 0, 1123, 0, 271, 0, 45, 0, 5
90000000, 635773, 0, 4136733, 0, 7225312, 0, 8442481, 0, 8839266, 0, 8992680, 0, 8868347, 0, 8395935, 0, 7648534, 0, 6681002, 0, 5598795, 0, 4482124, 0, 3421582, 0, 2474089, 0, 1696384, 0, 1092101, 0, 659004, 0, 368820, 0, 190907, 0, 90546, 0, 38709, 0, 14552, 0, 4697, 0, 1271, 0, 300, 0, 51, 0, 5
100000000, 706004, 0, 4597327, 0, 8028091, 0, 9379669, 0, 9822327, 0, 9989915, 0, 9854157, 0, 9328845, 0, 8497813, 0, 7425428, 0, 6221548, 0, 4979951, 0, 3801485, 0, 2748111, 0, 1884949, 0, 1213599, 0, 732094, 0, 409421, 0, 212321, 0, 100727, 0, 43001, 0, 16145, 0, 5236, 0, 1439, 0, 336, 0, 55, 0, 6
200000000, 1412919, 0, 9190770, 0, 16052281, 0, 18763631, 0, 19642611, 0, 19975935, 0, 19709452, 0, 18657202, 0, 16999032, 0, 14853426, 0, 12445846, 0, 9959937, 0, 7600845, 0, 5498906, 0, 3767858, 0, 2428503, 0, 1462961, 0, 819814, 0, 424653, 0, 201458, 0, 85677, 0, 32135, 0, 10478, 0, 2905, 0, 644, 0, 111, 0, 10
300000000, 2118268, 0, 13791355, 0, 24079027, 0, 28147314, 0, 29459763, 0, 29959889, 0, 29563255, 0, 27986250, 0, 25498988, 0, 22282190, 0, 18669001, 0, 14941966, 0, 11397586, 0, 8248741, 0, 5652234, 0, 3642460, 0, 2195222, 0, 1230492, 0, 637164, 0, 301364, 0, 128045, 0, 48180, 0, 15780, 0, 4321, 0, 962, 0, 168, 0, 15
400000000, 2825151, 0, 18387508, 0, 32104300, 0, 37534427, 0, 39281348, 0, 39944380, 0, 39414567, 0, 37313065, 0, 33994677, 0, 29713088, 0, 24889215, 0, 19926737, 0, 15194765, 0, 11002132, 0, 7535581, 0, 4855342, 0, 2928815, 0, 1640935, 0, 848802, 0, 401909, 0, 170728, 0, 64085, 0, 21138, 0, 5770, 0, 1293, 0, 219, 0, 23
500000000, 3531856, 0, 22981119, 0, 40127861, 0, 46911397, 0, 49105271, 0, 49926189, 0, 49276071, 0, 46649002, 0, 42487032, 0, 37142167, 0, 31115996, 0, 24903541, 0, 18995506, 0, 13752639, 0, 9418099, 0, 6069389, 0, 3661617, 0, 2051020, 0, 1061790, 0, 502734, 0, 213925, 0, 80216, 0, 26399, 0, 7280, 0, 1584, 0, 272, 0, 28
600000000, 4238318, 0, 27577909, 0, 48159161, 0, 56290299, 0, 58927124, 0, 59909690, 0, 59133898, 0, 55980075, 0, 50983213, 0, 44571312, 0, 37338968, 0, 29879716, 0, 22791844, 0, 16502539, 0, 11301119, 0, 7285295, 0, 4394420, 0, 2461181, 0, 1275338, 0, 602771, 0, 256641, 0, 96365, 0, 31817, 0, 8743, 0, 1892, 0, 319, 0, 33
700000000, 4946014, 0, 32172861, 0, 56178122, 0, 65671988, 0, 68750827, 0, 69901844, 0, 68995646, 0, 65308819, 0, 59475296, 0, 51999949, 0, 43560212, 0, 34860814, 0, 26591720, 0, 19252658, 0, 13183370, 0, 8499009, 0, 5126235, 0, 2871474, 0, 1487894, 0, 703236, 0, 299503, 0, 112605, 0, 37137, 0, 10146, 0, 2210, 0, 374, 0, 37
800000000, 5652603, 0, 36770611, 0, 64207039, 0, 75050679, 0, 78579435, 0, 79882591, 0, 78849802, 0, 74643850, 0, 67968480, 0, 59428386, 0, 49783595, 0, 39840512, 0, 30389268, 0, 22002249, 0, 15066033, 0, 9713148, 0, 5857935, 0, 3281786, 0, 1700285, 0, 803708, 0, 342367, 0, 128661, 0, 42429, 0, 11581, 0, 2498, 0, 428, 0, 41
900000000, 6359316, 0, 41369216, 0, 72231506, 0, 84428972, 0, 88404103, 0, 89867638, 0, 88707705, 0, 83971715, 0, 76465382, 0, 66858378, 0, 56007419, 0, 44818734, 0, 34185800, 0, 24753655, 0, 16949422, 0, 10927878, 0, 6590052, 0, 3692477, 0, 1913391, 0, 903866, 0, 384781, 0, 144721, 0, 47592, 0, 12993, 0, 2769, 0, 475, 0, 44
1000000000, 7064774, 0, 45966396, 0, 80262560, 0, 93806711, 0, 98221610, 0, 99857842, 0, 98559514, 0, 93300320, 0, 84966828, 0, 74285267, 0, 62229871, 0, 49800057, 0, 37983682, 0, 27505433, 0, 18833746, 0, 12141773, 0, 7321472, 0, 4103138, 0, 2125747, 0, 1004068, 0, 427387, 0, 160889, 0, 52906, 0, 14396, 0, 3042, 0, 521, 0, 50
2000000000, 14125830, 0, 91929028, 0, 160534088, 0, 187616626, 0, 196450888, 0, 199726929, 0, 197097570, 0, 186623427, 0, 169937744, 0, 148585679, 0, 124457793, 0, 99607089, 0, 75954561, 0, 55002387, 0, 37653102, 0, 24268909, 0, 14637659, 0, 8212229, 0, 4251452, 0, 2009633, 0, 853803, 0, 321967, 0, 105610, 0, 28782, 0, 6152, 0, 979, 0, 84
3000000000, 21190377, 0, 137897783, 0, 240803278, 0, 281438099, 0, 294657247, 0, 299605275, 0, 295644663, 0, 279915753, 0, 254905696, 0, 222873105, 0, 186686688, 0, 149417767, 0, 113932944, 0, 82497467, 0, 56482794, 0, 36405306, 0, 21958496, 0, 12317098, 0, 6377929, 0, 3014809, 0, 1282123, 0, 483246, 0, 158197, 0, 43121, 0, 9153, 0, 1474, 0, 112
4000000000, 28257651, 0, 183868698, 0, 321075554, 0, 375231594, 0, 392863177, 0, 399452055, 0, 394187774, 0, 373238454, 0, 339864045, 0, 297181274, 0, 248922786, 0, 199231094, 0, 151930248, 0, 110000832, 0, 75304906, 0, 48534992, 0, 29275380, 0, 16421606, 0, 8503934, 0, 4019963, 0, 1707901, 0, 643839, 0, 210358, 0, 57505, 0, 12305, 0, 1923, 0, 152
5000000000, 35320549, 0, 229834663, 0, 401339906, 0, 469041418, 0, 491080039, 0, 499309918, 0, 492725871, 0, 466566459, 0, 424827401, 0, 371472422, 0, 311148306, 0, 249037181, 0, 189920025, 0, 137501150, 0, 94132161, 0, 60670744, 0, 36599133, 0, 20525897, 0, 10629915, 0, 5023588, 0, 2134823, 0, 805653, 0, 262542, 0, 72198, 0, 15430, 0, 2418, 0, 190
6000000000, 42387219, 0, 275801007, 0, 481609015, 0, 562849488, 0, 589300311, 0, 599180485, 0, 591265427, 0, 559880857, 0, 509795399, 0, 445762015, 0, 373381243, 0, 298849483, 0, 227892254, 0, 164996423, 0, 112959379, 0, 72804179, 0, 43918758, 0, 24633711, 0, 12754286, 0, 6025189, 0, 2562953, 0, 967306, 0, 315230, 0, 86800, 0, 18489, 0, 2861, 0, 233
7000000000, 49447024, 0, 321766778, 0, 561863602, 0, 656666743, 0, 687496079, 0, 699029668, 0, 689814780, 0, 653193363, 0, 594773131, 0, 520061233, 0, 435612726, 0, 348667154, 0, 265873996, 0, 192494690, 0, 131792579, 0, 84941575, 0, 51242311, 0, 28738939, 0, 14880654, 0, 7029410, 0, 2990994, 0, 1128460, 0, 367669, 0, 101250, 0, 21610, 0, 3312, 0, 270
8000000000, 56510832, 0, 367748134, 0, 642132906, 0, 750474420, 0, 785709696, 0, 798895944, 0, 788351124, 0, 746501154, 0, 679735328, 0, 594360100, 0, 497854571, 0, 398458580, 0, 303857220, 0, 219994011, 0, 150617539, 0, 97077601, 0, 58562139, 0, 32845606, 0, 17006619, 0, 8033696, 0, 3418606, 0, 1289502, 0, 420245, 0, 115498, 0, 24790, 0, 3812, 0, 327
9000000000, 63578218, 0, 413710051, 0, 722426693, 0, 844297431, 0, 883901181, 0, 898731632, 0, 886905019, 0, 839801302, 0, 764718240, 0, 668656358, 0, 560094272, 0, 448265224, 0, 341831095, 0, 247485108, 0, 169448842, 0, 109212881, 0, 65877247, 0, 36956580, 0, 19131456, 0, 9038279, 0, 3846453, 0, 1450917, 0, 473029, 0, 130028, 0, 27841, 0, 4262, 0, 361
10000000000, 70641429, 0, 459672352, 0, 802705681, 0, 938099228, 0, 982110673, 0, 998585206, 0, 985450875, 0, 933128769, 0, 849678097, 0, 742958532, 0, 622327137, 0, 498076774, 0, 379810585, 0, 274979308, 0, 188278891, 0, 121347026, 0, 73199679, 0, 41060047, 0, 21255356, 0, 10042330, 0, 4273688, 0, 1612480, 0, 525414, 0, 144375, 0, 30952, 0, 4717, 0, 399
