runs, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52
50000, 349, 0, 2319, 0, 3923, 0, 4672, 0, 4871, 0, 4967, 0, 4983, 0, 4668, 0, 4240, 0, 3737, 0, 3183, 0, 2545, 0, 1869, 0, 1389, 0, 934, 0, 601, 0, 356, 0, 199, 0, 115, 0, 45, 0, 22, 0, 10, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0
60000, 419, 0, 2768, 0, 4722, 0, 5639, 0, 5839, 0, 6001, 0, 5986, 0, 5630, 0, 5067, 0, 4461, 0, 3800, 0, 3036, 0, 2245, 0, 1659, 0, 1098, 0, 736, 0, 425, 0, 246, 0, 127, 0, 57, 0, 24, 0, 12, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0
70000, 502, 0, 3192, 0, 5513, 0, 6585, 0, 6822, 0, 6966, 0, 6992, 0, 6549, 0, 5905, 0, 5204, 0, 4425, 0, 3515, 0, 2654, 0, 1969, 0, 1284, 0, 850, 0, 529, 0, 290, 0, 150, 0, 59, 0, 27, 0, 15, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0
80000, 581, 0, 3642, 0, 6317, 0, 7525, 0, 7819, 0, 7976, 0, 7975, 0, 7494, 0, 6755, 0, 5961, 0, 5005, 0, 3990, 0, 3025, 0, 2251, 0, 1495, 0, 967, 0, 602, 0, 332, 0, 168, 0, 66, 0, 34, 0, 16, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0
90000, 652, 0, 4080, 0, 7116, 0, 8472, 0, 8805, 0, 8909, 0, 8966, 0, 8394, 0, 7626, 0, 6696, 0, 5664, 0, 4495, 0, 3417, 0, 2523, 0, 1708, 0, 1094, 0, 690, 0, 369, 0, 183, 0, 77, 0, 42, 0, 17, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0
100000, 708, 0, 4515, 0, 7944, 0, 9383, 0, 9781, 0, 9877, 0, 10043, 0, 9284, 0, 8465, 0, 7450, 0, 6277, 0, 4997, 0, 3818, 0, 2823, 0, 1864, 0, 1218, 0, 775, 0, 413, 0, 210, 0, 88, 0, 44, 0, 18, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0
200000, 1374, 0, 9071, 0, 15952, 0, 18829, 0, 19666, 0, 19952, 0, 19945, 0, 18649, 0, 16908, 0, 14783, 0, 12527, 0, 9872, 0, 7627, 0, 5619, 0, 3731, 0, 2423, 0, 1511, 0, 829, 0, 429, 0, 169, 0, 88, 0, 40, 0, 5, 0, 1, 0, 0, 0, 0, 0, 0
300000, 2043, 0, 13586, 0, 24064, 0, 28282, 0, 29386, 0, 29972, 0, 29650, 0, 28141, 0, 25347, 0, 22303, 0, 18691, 0, 14985, 0, 11464, 0, 8317, 0, 5623, 0, 3617, 0, 2184, 0, 1240, 0, 630, 0, 268, 0, 134, 0, 64, 0, 7, 0, 2, 0, 0, 0, 0, 0, 0
400000, 2725, 0, 18220, 0, 32063, 0, 37589, 0, 39241, 0, 39891, 0, 39524, 0, 37580, 0, 33725, 0, 29757, 0, 25036, 0, 19910, 0, 15241, 0, 11042, 0, 7552, 0, 4813, 0, 2959, 0, 1651, 0, 853, 0, 349, 0, 178, 0, 85, 0, 13, 0, 2, 0, 1, 0, 0, 0, 0
500000, 3468, 0, 22731, 0, 40228, 0, 47084, 0, 49142, 0, 49905, 0, 49446, 0, 46912, 0, 42270, 0, 37187, 0, 31126, 0, 24908, 0, 18927, 0, 13712, 0, 9412, 0, 5897, 0, 3709, 0, 2098, 0, 1066, 0, 427, 0, 221, 0, 104, 0, 17, 0, 2, 0, 1, 0, 0, 0, 0
600000, 4197, 0, 27352, 0, 48327, 0, 56486, 0, 58963, 0, 60024, 0, 59155, 0, 56225, 0, 50753, 0, 44653, 0, 37315, 0, 29892, 0, 22736, 0, 16320, 0, 11413, 0, 7013, 0, 4441, 0, 2516, 0, 1262, 0, 527, 0, 274, 0, 127, 0, 23, 0, 4, 0, 2, 0, 0, 0, 0
700000, 4867, 0, 32041, 0, 56347, 0, 65924, 0, 68801, 0, 70064, 0, 69046, 0, 65566, 0, 59148, 0, 52073, 0, 43397, 0, 34903, 0, 26591, 0, 18978, 0, 13311, 0, 8220, 0, 5150, 0, 2949, 0, 1486, 0, 641, 0, 321, 0, 142, 0, 26, 0, 5, 0, 3, 0, 0, 0, 0
800000, 5567, 0, 36694, 0, 64525, 0, 75255, 0, 78731, 0, 80035, 0, 78703, 0, 74855, 0, 67647, 0, 59598, 0, 49600, 0, 39791, 0, 30361, 0, 21692, 0, 15225, 0, 9488, 0, 5872, 0, 3368, 0, 1701, 0, 732, 0, 362, 0, 156, 0, 33, 0, 6, 0, 3, 0, 0, 0, 0
900000, 6274, 0, 41243, 0, 72713, 0, 84391, 0, 88689, 0, 90069, 0, 88462, 0, 84214, 0, 76093, 0, 67046, 0, 55962, 0, 44804, 0, 34180, 0, 24360, 0, 17035, 0, 10707, 0, 6622, 0, 3769, 0, 1901, 0, 844, 0, 404, 0, 171, 0, 37, 0, 7, 0, 3, 0, 0, 0, 0
1000000, 6988, 0, 45722, 0, 80891, 0, 93682, 0, 98508, 0, 100070, 0, 98368, 0, 93541, 0, 84514, 0, 74557, 0, 62195, 0, 49732, 0, 38032, 0, 27106, 0, 18877, 0, 11992, 0, 7337, 0, 4171, 0, 2111, 0, 929, 0, 439, 0, 186, 0, 41, 0, 8, 0, 3, 0, 0, 0, 0
2000000, 13946, 0, 91736, 0, 160712, 0, 187706, 0, 196838, 0, 199921, 0, 197642, 0, 186860, 0, 169338, 0, 149186, 0, 124423, 0, 99208, 0, 76008, 0, 54420, 0, 37685, 0, 23976, 0, 14596, 0, 8320, 0, 4167, 0, 1956, 0, 863, 0, 361, 0, 104, 0, 19, 0, 8, 0, 1, 0, 0
3000000, 21016, 0, 137789, 0, 240896, 0, 281467, 0, 295016, 0, 299967, 0, 296128, 0, 279914, 0, 254809, 0, 223469, 0, 186608, 0, 148970, 0, 114069, 0, 81765, 0, 56450, 0, 36192, 0, 21951, 0, 12399, 0, 6251, 0, 2862, 0, 1318, 0, 498, 0, 148, 0, 32, 0, 15, 0, 1, 0, 0
4000000, 28010, 0, 183570, 0, 320860, 0, 375275, 0, 392959, 0, 399458, 0, 394912, 0, 373424, 0, 339946, 0, 297790, 0, 248945, 0, 198884, 0, 152100, 0, 109051, 0, 75534, 0, 48348, 0, 29370, 0, 16580, 0, 8408, 0, 3887, 0, 1757, 0, 668, 0, 195, 0, 49, 0, 18, 0, 2, 0, 0
5000000, 34966, 0, 229298, 0, 401657, 0, 468965, 0, 491267, 0, 499132, 0, 493845, 0, 466347, 0, 424945, 0, 372264, 0, 311291, 0, 248526, 0, 189490, 0, 136650, 0, 94447, 0, 60642, 0, 36757, 0, 20709, 0, 10557, 0, 4913, 0, 2174, 0, 833, 0, 240, 0, 60, 0, 22, 0, 3, 0, 0
6000000, 41972, 0, 275308, 0, 482104, 0, 563480, 0, 589313, 0, 599074, 0, 592051, 0, 560110, 0, 509902, 0, 446020, 0, 373276, 0, 297998, 0, 227262, 0, 164491, 0, 113144, 0, 72756, 0, 44269, 0, 24824, 0, 12741, 0, 5883, 0, 2625, 0, 1001, 0, 294, 0, 73, 0, 25, 0, 4, 0, 0
7000000, 49079, 0, 321615, 0, 562230, 0, 657091, 0, 687706, 0, 698438, 0, 690429, 0, 653167, 0, 594937, 0, 520224, 0, 435611, 0, 347808, 0, 265605, 0, 192156, 0, 131946, 0, 84998, 0, 51636, 0, 28886, 0, 14810, 0, 6916, 0, 3073, 0, 1173, 0, 342, 0, 93, 0, 27, 0, 4, 0, 0
8000000, 56193, 0, 367702, 0, 642443, 0, 750067, 0, 785973, 0, 798471, 0, 789214, 0, 746778, 0, 680290, 0, 594968, 0, 497217, 0, 397746, 0, 303617, 0, 219554, 0, 150793, 0, 96970, 0, 58835, 0, 32900, 0, 16957, 0, 7989, 0, 3472, 0, 1315, 0, 394, 0, 107, 0, 31, 0, 4, 0, 0
9000000, 63318, 0, 413549, 0, 723094, 0, 844490, 0, 884448, 0, 898434, 0, 887086, 0, 840013, 0, 765168, 0, 668922, 0, 559411, 0, 447454, 0, 341585, 0, 247144, 0, 169451, 0, 109290, 0, 66061, 0, 36951, 0, 19125, 0, 9010, 0, 3925, 0, 1456, 0, 457, 0, 118, 0, 34, 0, 6, 0, 0
10000000, 70419, 0, 459378, 0, 803741, 0, 938181, 0, 982744, 0, 998335, 0, 985386, 0, 933950, 0, 849970, 0, 742673, 0, 621285, 0, 497094, 0, 379578, 0, 274920, 0, 188252, 0, 121589, 0, 73394, 0, 41063, 0, 21310, 0, 10004, 0, 4424, 0, 1628, 0, 506, 0, 130, 0, 38, 0, 6, 0, 2
