runs, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52
6000, 35, 0, 275, 0, 506, 0, 543, 0, 609, 0, 577, 0, 591, 0, 570, 0, 508, 0, 461, 0, 367, 0, 294, 0, 221, 0, 168, 0, 108, 0, 87, 0, 28, 0, 27, 0, 17, 0, 7, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7000, 45, 0, 329, 0, 596, 0, 642, 0, 690, 0, 689, 0, 688, 0, 654, 0, 588, 0, 525, 0, 432, 0, 344, 0, 258, 0, 199, 0, 127, 0, 94, 0, 39, 0, 34, 0, 18, 0, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8000, 51, 0, 366, 0, 687, 0, 735, 0, 796, 0, 795, 0, 773, 0, 756, 0, 663, 0, 605, 0, 493, 0, 393, 0, 297, 0, 228, 0, 145, 0, 102, 0, 47, 0, 36, 0, 20, 0, 7, 0, 4, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
9000, 58, 0, 414, 0, 767, 0, 833, 0, 887, 0, 893, 0, 879, 0, 849, 0, 772, 0, 668, 0, 557, 0, 441, 0, 325, 0, 256, 0, 160, 0, 114, 0, 50, 0, 39, 0, 22, 0, 9, 0, 6, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10000, 64, 0, 464, 0, 853, 0, 922, 0, 981, 0, 1004, 0, 967, 0, 943, 0, 873, 0, 742, 0, 613, 0, 483, 0, 360, 0, 284, 0, 180, 0, 126, 0, 56, 0, 42, 0, 23, 0, 11, 0, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20000, 121, 0, 911, 0, 1655, 0, 1855, 0, 1955, 0, 2027, 0, 1956, 0, 1852, 0, 1749, 0, 1487, 0, 1247, 0, 968, 0, 739, 0, 569, 0, 359, 0, 254, 0, 135, 0, 80, 0, 45, 0, 24, 0, 10, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
30000, 190, 0, 1343, 0, 2431, 0, 2792, 0, 2979, 0, 3018, 0, 2907, 0, 2834, 0, 2578, 0, 2291, 0, 1819, 0, 1486, 0, 1122, 0, 844, 0, 546, 0, 367, 0, 206, 0, 123, 0, 70, 0, 38, 0, 12, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
40000, 256, 0, 1829, 0, 3273, 0, 3759, 0, 3977, 0, 4030, 0, 3869, 0, 3735, 0, 3407, 0, 3028, 0, 2416, 0, 1994, 0, 1507, 0, 1108, 0, 736, 0, 484, 0, 272, 0, 159, 0, 93, 0, 47, 0, 17, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
50000, 333, 0, 2288, 0, 4065, 0, 4683, 0, 4901, 0, 5040, 0, 4852, 0, 4660, 0, 4279, 0, 3795, 0, 3064, 0, 2497, 0, 1885, 0, 1375, 0, 936, 0, 607, 0, 345, 0, 199, 0, 106, 0, 58, 0, 24, 0, 5, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0
60000, 405, 0, 2771, 0, 4817, 0, 5636, 0, 5883, 0, 6064, 0, 5830, 0, 5616, 0, 5154, 0, 4518, 0, 3648, 0, 3013, 0, 2263, 0, 1643, 0, 1128, 0, 730, 0, 413, 0, 242, 0, 124, 0, 66, 0, 26, 0, 7, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0
70000, 484, 0, 3256, 0, 5594, 0, 6568, 0, 6901, 0, 7065, 0, 6811, 0, 6519, 0, 5980, 0, 5233, 0, 4312, 0, 3534, 0, 2646, 0, 1905, 0, 1304, 0, 856, 0, 480, 0, 292, 0, 142, 0, 74, 0, 30, 0, 10, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0
80000, 550, 0, 3717, 0, 6404, 0, 7513, 0, 7905, 0, 8099, 0, 7778, 0, 7416, 0, 6825, 0, 5985, 0, 4969, 0, 4009, 0, 3022, 0, 2157, 0, 1487, 0, 976, 0, 569, 0, 329, 0, 159, 0, 84, 0, 31, 0, 11, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0
90000, 625, 0, 4152, 0, 7196, 0, 8421, 0, 8897, 0, 9092, 0, 8792, 0, 8366, 0, 7705, 0, 6713, 0, 5568, 0, 4492, 0, 3407, 0, 2442, 0, 1688, 0, 1100, 0, 652, 0, 366, 0, 180, 0, 95, 0, 33, 0, 12, 0, 4, 0, 1, 0, 1, 0, 0, 0, 0
100000, 696, 0, 4620, 0, 8018, 0, 9365, 0, 9861, 0, 10062, 0, 9710, 0, 9283, 0, 8552, 0, 7443, 0, 6268, 0, 5031, 0, 3794, 0, 2716, 0, 1860, 0, 1216, 0, 723, 0, 408, 0, 208, 0, 106, 0, 41, 0, 13, 0, 4, 0, 1, 0, 1, 0, 0, 0, 0
200000, 1373, 0, 9328, 0, 16180, 0, 18684, 0, 19667, 0, 19798, 0, 19641, 0, 18465, 0, 17135, 0, 14982, 0, 12357, 0, 10067, 0, 7687, 0, 5418, 0, 3727, 0, 2439, 0, 1465, 0, 812, 0, 436, 0, 210, 0, 86, 0, 32, 0, 6, 0, 4, 0, 1, 0, 0, 0, 0
300000, 2100, 0, 13841, 0, 24164, 0, 28053, 0, 29459, 0, 29655, 0, 29546, 0, 27837, 0, 25802, 0, 22468, 0, 18460, 0, 15082, 0, 11452, 0, 8112, 0, 5694, 0, 3692, 0, 2197, 0, 1236, 0, 640, 0, 307, 0, 133, 0, 49, 0, 14, 0, 6, 0, 1, 0, 0, 0, 0
400000, 2790, 0, 18547, 0, 32213, 0, 37479, 0, 39175, 0, 39651, 0, 39358, 0, 37109, 0, 34282, 0, 29991, 0, 24758, 0, 20067, 0, 15239, 0, 10812, 0, 7524, 0, 4884, 0, 2915, 0, 1661, 0, 861, 0, 420, 0, 168, 0, 68, 0, 16, 0, 9, 0, 1, 0, 2, 0, 0
500000, 3528, 0, 23156, 0, 40051, 0, 46971, 0, 48968, 0, 49675, 0, 49015, 0, 46456, 0, 42915, 0, 37426, 0, 31042, 0, 24979, 0, 18971, 0, 13520, 0, 9448, 0, 6132, 0, 3694, 0, 2096, 0, 1094, 0, 521, 0, 224, 0, 86, 0, 20, 0, 9, 0, 1, 0, 2, 0, 0
600000, 4247, 0, 27737, 0, 47974, 0, 56386, 0, 58770, 0, 59558, 0, 58812, 0, 55666, 0, 51466, 0, 45042, 0, 37202, 0, 30085, 0, 22840, 0, 16223, 0, 11311, 0, 7375, 0, 4445, 0, 2520, 0, 1298, 0, 636, 0, 261, 0, 106, 0, 25, 0, 11, 0, 2, 0, 2, 0, 0
700000, 4957, 0, 32239, 0, 55930, 0, 65761, 0, 68536, 0, 69497, 0, 68734, 0, 65047, 0, 59990, 0, 52457, 0, 43455, 0, 35145, 0, 26603, 0, 19066, 0, 13163, 0, 8564, 0, 5182, 0, 2938, 0, 1505, 0, 759, 0, 308, 0, 118, 0, 29, 0, 12, 0, 3, 0, 2, 0, 0
800000, 5686, 0, 36762, 0, 64130, 0, 75181, 0, 78276, 0, 79472, 0, 78746, 0, 74287, 0, 68505, 0, 59876, 0, 49688, 0, 40093, 0, 30401, 0, 21665, 0, 15011, 0, 9820, 0, 5941, 0, 3355, 0, 1713, 0, 854, 0, 353, 0, 134, 0, 32, 0, 14, 0, 3, 0, 2, 0, 0
900000, 6369, 0, 41315, 0, 72181, 0, 84562, 0, 88008, 0, 89574, 0, 88642, 0, 83741, 0, 77019, 0, 67242, 0, 55939, 0, 45000, 0, 34241, 0, 24386, 0, 16899, 0, 10943, 0, 6647, 0, 3798, 0, 1905, 0, 976, 0, 397, 0, 154, 0, 40, 0, 17, 0, 3, 0, 2, 0, 0
1000000, 7080, 0, 45954, 0, 80249, 0, 93885, 0, 97891, 0, 99442, 0, 98462, 0, 93003, 0, 85560, 0, 74639, 0, 62295, 0, 50043, 0, 38049, 0, 27077, 0, 18793, 0, 12155, 0, 7300, 0, 4227, 0, 2136, 0, 1075, 0, 440, 0, 176, 0, 46, 0, 18, 0, 3, 0, 2, 0, 0
2000000, 13982, 0, 91699, 0, 160221, 0, 187981, 0, 196178, 0, 198934, 0, 197578, 0, 186495, 0, 170526, 0, 148863, 0, 124659, 0, 99933, 0, 75709, 0, 54509, 0, 37843, 0, 24380, 0, 14517, 0, 8363, 0, 4183, 0, 2111, 0, 883, 0, 319, 0, 96, 0, 29, 0, 7, 0, 2, 0, 0
3000000, 21130, 0, 137998, 0, 240443, 0, 281578, 0, 294380, 0, 298786, 0, 296425, 0, 279803, 0, 255620, 0, 223131, 0, 186517, 0, 149602, 0, 113582, 0, 82072, 0, 56491, 0, 36627, 0, 21863, 0, 12483, 0, 6338, 0, 3127, 0, 1302, 0, 479, 0, 158, 0, 50, 0, 12, 0, 3, 0, 0
4000000, 28182, 0, 183739, 0, 321018, 0, 375002, 0, 392915, 0, 398106, 0, 394946, 0, 373453, 0, 340625, 0, 297400, 0, 248793, 0, 199407, 0, 151369, 0, 109589, 0, 75569, 0, 48706, 0, 29245, 0, 16652, 0, 8479, 0, 4111, 0, 1735, 0, 651, 0, 228, 0, 60, 0, 17, 0, 3, 0, 0
5000000, 35391, 0, 229383, 0, 401686, 0, 468908, 0, 490885, 0, 498289, 0, 493461, 0, 466740, 0, 425541, 0, 371720, 0, 311156, 0, 248765, 0, 189350, 0, 136994, 0, 94516, 0, 60762, 0, 36662, 0, 20702, 0, 10603, 0, 5133, 0, 2159, 0, 806, 0, 290, 0, 76, 0, 19, 0, 3, 0, 0
6000000, 42479, 0, 275352, 0, 481663, 0, 562637, 0, 589031, 0, 598690, 0, 592006, 0, 560564, 0, 510607, 0, 445749, 0, 373528, 0, 298453, 0, 227053, 0, 164463, 0, 113271, 0, 72838, 0, 43966, 0, 24753, 0, 12756, 0, 6130, 0, 2563, 0, 976, 0, 356, 0, 91, 0, 21, 0, 4, 0, 0
7000000, 49617, 0, 321141, 0, 562032, 0, 656528, 0, 687067, 0, 698737, 0, 690343, 0, 653456, 0, 595957, 0, 520121, 0, 435641, 0, 348133, 0, 264993, 0, 191939, 0, 132249, 0, 85119, 0, 51340, 0, 28860, 0, 14879, 0, 7154, 0, 2999, 0, 1159, 0, 402, 0, 104, 0, 25, 0, 5, 0, 0
8000000, 56857, 0, 366890, 0, 641914, 0, 750268, 0, 785315, 0, 798770, 0, 789150, 0, 746378, 0, 680931, 0, 593963, 0, 498315, 0, 398000, 0, 303150, 0, 219620, 0, 151239, 0, 97122, 0, 58642, 0, 33035, 0, 17011, 0, 8096, 0, 3415, 0, 1321, 0, 450, 0, 113, 0, 30, 0, 5, 0, 0
9000000, 63908, 0, 412599, 0, 722507, 0, 843305, 0, 883651, 0, 898580, 0, 887441, 0, 839525, 0, 766379, 0, 668338, 0, 560676, 0, 447995, 0, 341395, 0, 247062, 0, 169971, 0, 109276, 0, 66081, 0, 37180, 0, 19086, 0, 9093, 0, 3811, 0, 1491, 0, 490, 0, 123, 0, 32, 0, 5, 0, 0
10000000, 70996, 0, 458511, 0, 802703, 0, 937376, 0, 982264, 0, 998232, 0, 986107, 0, 932991, 0, 851307, 0, 742630, 0, 622515, 0, 497460, 0, 379434, 0, 274846, 0, 188724, 0, 121378, 0, 73284, 0, 41295, 0, 21247, 0, 10090, 0, 4237, 0, 1654, 0, 547, 0, 133, 0, 33, 0, 6, 0, 0
